,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
31,Criminal and Civil Enforcement,2020-07-24,Department of Justice,,0,Indivior Solutions Pleads Guilty To Felony Charge And Indivior Entities Agree To Pay $600 Million To Resolve Criminal And Civil Investigations As Part Of DOJ's Largest Opioid Resolution; Resolutions Follow CEO Guilty Plea and $1.4 Billion Settlement with Former Corporate Parent,"Indivior Solutions today pleaded guilty to a one-count felony information and, together with its parent companies Indivior Inc. and Indivior plc, agreed to pay a total of $600 million to resolve criminal and civil liability associated with the marketing of the opioid-addiction-treatment drug Suboxone.  Together with a $1.4 billion resolution with Indivior's former parent, Reckitt Benckiser Group PLC (RB Group), announced in 2019, and a plea agreement with Indivior plc's former CEO, Shaun Thaxter, announced last month, the total resolution relating to the marketing of Suboxone is more than $2 billion - the largest-ever resolution in a case brought by the Department of Justice involving an opioid drug.",https://go.usa.gov/xfRbZ
32,Criminal and Civil Enforcement,2020-07-23,"U.S. Attorney's Office, Southern District of New York",,0,"Acting Manhattan U.S. Attorney Announces $49 Million Settlement With Biotech Testing Company For Fraudulent Billing And Kickback Practices; Progenity Inc. Admits to Fraudulently Using Wrong Billing Code, Paying ""Draw Fees"" to Physicians, and Providing Meals and Happy Hours to Physicians and Their Staff","Audrey Strauss, the Acting United States Attorney for the Southern District of New York, Scott J. Lampert, Special Agent in Charge of the New York Regional Office of the U.S. Department of Health, Office of Inspector General (""HHS OIG""), Leigh-Alistair Barzey, Special Agent in Charge of the Northeast Field Office of the U.S. Department of Defense - Office of Inspector General's Defense Criminal Investigative Service (""DCIS""), and Christopher Algieri, Special Agent in Charge of the Department of Veterans Affairs (""VA""), Office of Inspector General, Northeast Field Office (""VA OIG""), announced today a $49 million settlement with PROGENITY, INC. (""PROGENITY""), a San Diego-based biotechnology company that provides molecular and diagnostic tests.",https://go.usa.gov/xfXxq
33,Criminal and Civil Enforcement,2020-07-23,"U.S. Attorney's Office, District of Connecticut",,0,Connecticut Substance Abuse Treatment Provider Pays Over 354K to Settle Improper Billing Allegations,"John H. Durham, United States Attorney for the District of Connecticut, today announced that RECOVERY NETWORK OF PROGRAMS, INC. (""RNP""), a healthcare organization that provides substance abuse and mental health services in Fairfield County, has entered into a civil settlement agreement with the federal and state governments in which it will pay $354,367 to resolve allegations that it caused overpayments for urine drug testing services to be paid by the Connecticut Medicaid Program.",https://go.usa.gov/xfXx4
34,Criminal and Civil Enforcement,2020-07-22,"U.S. Attorney's Office, Southern District of Florida",,0,"Federal Agent and Alleged Accomplice Charged in Miami Federal Court with Conspiring to Distribute Drugs, Obstruct Justice, and Lie to the FBI","Miami, Fl. - South Florida federal prosecutors have charged Hialeah residents Alberico Ahias Crespo, 45, and Jorge Diaz Gutierrez, 65, with conspiring to distribute Oxycodone, obstruct justice, and make false statements to the FBI. Crespo is a Special Agent with the Department of Health and Human Services, Office of Inspector General (HHS-OIG), who, during the time of the alleged crimes, worked as part of the South Florida Health Care Fraud Strike Force.",https://go.usa.gov/xf8ey
35,Criminal and Civil Enforcement,2020-07-22,"U.S. Attorney's Office, District of Maryland",,0,"Washington, D.C. Dentist and Two Others Facing Federal Indictment in Maryland on Charges Related to a Scheme to Defraud Medicaid; Conspirators Allegedly Paid Kickbacks to Recruit Patients to Dental Clinic in Order to Obtain Millions of Dollars in Medicaid Payments for Services Purportedly Provided to those Patients","Greenbelt, Maryland - A federal grand jury in Maryland has indicted licensed dentist Edward T. Buford III, age 68, of Silver Spring, Maryland; his business partner Kasandra Vilchez-Duarte, age 44, of Fort Washington, Maryland; and Donnie Amis, age 63, of Washington, D.C. on the federal charges of conspiracy to violate the federal Anti-Kickback Statute and conspiracy to commit health care fraud and mail fraud.",https://go.usa.gov/xf86u
36,Criminal and Civil Enforcement,2020-07-21,"U.S. Attorney's Office, District of Massachusetts",,0,"Transportation Broker For MassHealth Agrees to Pay $300,000 to Resolve False Claims Allegations: Montachusett Regional Transportation Authority allegedly submitted reimbursement claims for transportation that was never provided","BOSTON - The Montachusett Regional Transportation Authority (MART), a transportation broker for MassHealth, has agreed to pay $300,000 to resolve allegations that it violated the False Claims Act by submitting reimbursement claims for rides that never happened. ",https://go.usa.gov/xf84T
37,Criminal and Civil Enforcement,2020-07-20,"U.S. Attorney's Office, Western District of Washington",,0,DOJ settles False Claims Act allegations against drug testing lab with operations in Tacoma and Denver:  Cordant Health Solution pays nearly $12 million to settle allegations it paid kickbacks for urine testing referrals,"Seattle  - The U.S. Department of Justice and Sterling Healthcare Opco, LLC d/b/a/Cordant Health Solutions (Cordant), today settled a civil suit alleging Cordant illegally paid kickbacks to generate urine testing business from government insured consumers.  ",https://go.usa.gov/xfKmq
38,Criminal and Civil Enforcement,2020-07-14,"U.S. Attorney's Office, Eastern District of California",,0,Tulare County Man Indicted for Falsely Marketing Herbal Mixtures as FDA-Approved Treatment for COVID-19,"FRESNO, Calif. - A Porterville man was arrested today after a federal grand jury returned a five count indictment on July 9, charging him with mail fraud and introducing a misbranded drug into interstate commerce with the intent to defraud, U.S. Attorney McGregor W. Scott announced.",https://go.usa.gov/xfb2J
39,Criminal and Civil Enforcement,2020-07-14,"U.S. Attorney's Office, Southern District of Georgia",,0,Durable medical equipment company owner admits participation in kickback scheme: Defendant is one of 26 charged in telemedicine fraud in Southern District,"SAVANNAH, GA:  A Florida man who operated a durable medical equipment company has admitted participating in a Medicare kickback and telemedicine fraud scheme.",https://go.usa.gov/xfbTT
40,Criminal and Civil Enforcement,2020-07-13,"U.S. Attorney's Office, Central District of California",,0,27 Skilled Nursing Facilities Controlled by Longwood Management Corp. to Pay $16.7 Million to Resolve Allegations of Inflated Medicare Bills,"LOS ANGELES - Longwood Management Corporation and 27 affiliated skilled nursing facilities (Longwood) have agreed to resolve allegations that they violated the False Claims Act by submitting false claims to Medicare for rehabilitation therapy services that were not reasonable or necessary, the Department of Justice announced today. Longwood is headquartered in Los Angeles, and the 27 skilled nursing facilities are located in Southern California.",https://go.usa.gov/xf2eu
41,Criminal and Civil Enforcement,2020-07-11,"U.S. Attorney's Office, Eastern District of Tennessee",,0,"Associated Pain Specialists, P.C. Of Knoxville Enters Into Settlement Resolving False Claims Act Allegations","KNOXVILLE, Tenn. - On June 26, Associated Pain Specialists, P.C., of Knoxville, a pain management based clinic, agreed to pay $400,000 to resolve allegations of violating the False Claims Act.",https://go.usa.gov/xf2tA
42,Criminal and Civil Enforcement,2020-07-10,"U.S. Attorney's Office, Middle District of Florida",,0,"Universal Health Services, Inc. And Related Entities To Pay $122 Million To Settle False Claims Act Allegations Relating To Medically Unnecessary Inpatient Behavioral Health Services And Illegal Kickbacks","WASHINGTON - Universal Health Services, Inc., UHS of Delaware, Inc. (together, UHS), and Turning Point Care Center, LLC (Turning Point), a UHS facility located in Moultrie, Georgia, have agreed to pay a combined total of $122 million to resolve alleged violations of the False Claims Act for billing for medically unnecessary inpatient behavioral health services, failing to provide adequate and appropriate services, and paying illegal inducements to federal healthcare beneficiaries, the Department of Justice announced today.",https://go.usa.gov/xfgDm
43,Criminal and Civil Enforcement,2020-07-10,"U.S. Attorney's Office, Eastern District of Pennsylvania",,0,"Physician Assistant to Pay $25,000 to Resolve Allegations of Receiving Kickbacks from Pharmaceutical Company","PHILADELPHIA - First Assistant United States Attorney Jennifer Arbittier Williams announced that physician assistant Sarah Malstrom will pay $25,000 to resolve allegations that she received kickbacks from the company formerly named Aqua Pharmaceuticals, in order to incentivize Malstrom to prescribe Aqua's dermatology drugs.",https://go.usa.gov/xfgDw
44,Criminal and Civil Enforcement,2020-07-10,U.S. Department of Justice,,0,Florida Man Charged with COVID Relief Fraud and Health Care Fraud,"A Florida man was arrested today on allegations that he fraudulently sought several Paycheck Protection Program (PPP) loans, and that he participated in a scheme to defraud Medicare of at least $5.6 million.  It is further alleged that a portion of the PPP loan proceeds were potentially used in furtherance of the Medicare fraud scheme.",https://go.usa.gov/xfgDt
45,Criminal and Civil Enforcement,2020-07-10,"U.S. Attorney's Office, Middle District of Tennessee",,0,Former CEO Of Tennessee Pain Management Company Sentenced For Role In Multi-Million Dollar Medicare Kickback Scheme,"NASHVILLE, Tenn. - July 10, 2020 - A Tennessee healthcare executive was sentenced to 42 months in prison yesterday for his role in an approximately $4 million kickback scheme.",https://go.usa.gov/xfgDS
46,Criminal and Civil Enforcement,2020-07-09,U.S. Department of Justice,,0,Former CEO Of Tennessee Pain Management Company Sentenced For Role In Approximately $4 Million Medicare Kickback Scheme,WASHINGTON - A Tennessee healthcare executive was sentenced to 42 months in prison followed by one year of supervised release today for his role in an approximately $4 million kickback scheme.,https://go.usa.gov/xfYxS
47,Criminal and Civil Enforcement,2020-07-09,"U.S. Attorney's Office, District of New Jersey",,0,Four Men Indicted for Their Roles in $35 Million Pharmacy Compounded Medication Scheme,"NEWARK, N.J. - A federal grand jury today indicted four men for their roles in a massive compounded medication fraud and kickback scheme they ran out of a pharmacy in Clifton, New Jersey, U.S. Attorney Craig Carpenito announced.",https://go.usa.gov/xfYcu
48,Criminal and Civil Enforcement,2020-07-09,"U.S. Attorney's Office, Southern District of Georgia",,0,Telemedicine company owner pleads guilty to telemedicine fraud conspiracy: Defendant is one of 26 charged in largest fraud operation ever prosecuted by Southern District of Georgia,"SAVANNAH, GA:  A Georgia woman who operated a telemedicine network through two companies has admitted to participation in an ever-growing healthcare and telemedicine fraud scheme.",https://go.usa.gov/xfYxq
49,Criminal and Civil Enforcement,2020-07-09,"U.S. Attorney's Office, District of New Jersey",,0,Two Pennsylvania-Based Doctors and Five Others Charged in Genetic Testing Kickback and Bribery Schemes,"NEWARK, N.J. - Seven people have been charged for their roles in conspiracies to pay and receive kickbacks in exchange for ordering genetic tests, U.S. Attorney Craig Carpenito announced today.",https://go.usa.gov/xfYxx
50,Criminal and Civil Enforcement,2020-07-08,"U.S. Attorney's Office, Middle District of Florida",,0,Hope Hospice Agrees To Pay $3.2 Million To Settle False Claims Act Liability,"Fort Myers, FL - United States Attorney Maria Chapa Lopez announces today that Hope Hospice has agreed to pay the United States $3.2 million to resolve allegations that it knowingly submitted false claims to Medicare, Medicaid, and TRICARE for hospice care provided to beneficiaries who did not qualify for the service.",https://go.usa.gov/xfCHu
51,Criminal and Civil Enforcement,2020-07-08,"U.S. Attorney's Office, Western District of Oklahoma",,0,"Oklahoma City Hospital, Management Company, and Physician Group to Pay $72.3 Million to Settle Federal and State False Claims Act Allegations Arising from Improper Payments to Referring Physicians","OKLAHOMA CITY - Oklahoma Center for Orthopaedic and Multi-Specialty Surgery (OCOM), a specialty hospital in Oklahoma City, Oklahoma, its part-owner and management company, USP OKC, Inc. and USP OKC Manager, Inc. (collectively USP), Southwest Orthopaedic Specialists, PLLC (SOS), an Oklahoma City-based physician group, and two SOS physicians, will pay $72.3 million to resolve allegations under the False Claims Act and the Oklahoma Medicaid False Claims Act of improper relationships between OCOM and SOS, resulting in the submission of false claims to the Medicare, Medicaid and TRICARE programs, the Justice Department announced today.  ",https://go.usa.gov/xfC64
52,Criminal and Civil Enforcement,2020-07-06,"U.S. Attorney's Office, District of Puerto Rico",,0,Government Reaches One Million Dollar Settlement In Healthcare Fraud Matter,"SAN JUAN, Puerto Rico - On Wednesday, July 1, 2020, the U.S. District Court entered a civil Consent Judgment against defendants William J. Cruz and Medscan, P.S.C. whereby the defendants agreed to pay one million dollars to the United States resulting from an investigation conducted by the Department of Health and Human Services, Office of Inspector General and the FBI, announced U.S. Attorney for the District of Puerto Rico, W. Stephen Muldrow.",https://go.usa.gov/xfxjC
53,Criminal and Civil Enforcement,2020-07-01,Department of Justice,,0,Novartis Pays Over $642 Million to Settle Allegations of Improper Payments to Patients and Physicians,"Pharmaceutical company Novartis Pharmaceuticals Corporation (Novartis), based in East Hanover, New Jersey, has agreed to pay over $642 million in separate settlements resolving claims that it violated the False Claims Act (FCA).",https://go.usa.gov/xwSzU
54,Criminal and Civil Enforcement,2020-07-01,"U.S. Attorney's Office, Southern District of Texas",,0,Houston-area cardiologist settles allegations,"HOUSTON - Advanced Cardiovascular Care Center P.A. and its owner and administrator have agreed to pay $400,000 to resolve allegations they violated the False Claims Act (FCA), announced U.S. Attorney Ryan K. Patrick.",https://go.usa.gov/xwuSU
55,Criminal and Civil Enforcement,2020-07-01,"U.S. Attorney's Office, Western District of Kentucky",,0,"California Genetic Testing Company Agrees To Pay $8.25 Million To Resolve False Claims Allegations; Paducah, Ky, Area Hospital Also Settles","LOUISVILLE, Ky. - United States Attorney Russell Coleman today announced an $8.25 million settlement with Agendia, Inc., a molecular diagnostics testing company based in Irvine, California, for an alleged nationwide scheme to bill Medicare for Agendia's flagship genetic test, MammaPrint.",https://go.usa.gov/xwuSt
56,Criminal and Civil Enforcement,2020-06-30,Department of Justice,,0,Guam Ambulance Company Owners Sentenced to Prison for Their Roles in Medicare Ambulance Fraud Scheme,"Two owners of Guam Medical Transport (GMT) were sentenced to prison terms today for their roles in a health care fraud and money laundering scheme that resulted in a loss to the United States of approximately $10.8 million, one of the largest single Medicare ambulance fraud cases ever prosecuted by the Justice Department.  ",https://go.usa.gov/xwz2p
57,Criminal and Civil Enforcement,2020-06-30,"U.S. Attorney's Office, Southern District of West Virginia",,0,Beckley Woman Who Faked Death to Avoid Sentencing Will Serve 42 Months in Federal Prison for Health Care Fraud,"CHARLESTON, W.Va. - Julie M. Wheeler, 43, of Beckley, was sentenced by Senior United States District Judge John T. Copenhaver, Jr. to 42 months in federal prison for federal health care fraud, announced United States Attorney Mike Stuart. ",https://go.usa.gov/xwzrV
58,Criminal and Civil Enforcement,2020-06-30,"U.S. Attorney's Office, Western District of Washington",,0,Seattle Doctor Charged with Covid Relief Fraud,WASHINGTON - A Seattle doctor was taken into custody today on allegations that he fraudulently sought over $3 million in Paycheck Protection Program (PPP) loans.,https://go.usa.gov/xwzYc
