,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
10,Criminal and Civil Enforcement,"December 20, 2013",U.S. Department of Justice,,0,Unlicensed Miami Clinic Nurse Convicted at Trial and Sentenced for Role in $11 Million HIV Infusion Fraud Scheme,"An unlicensed nurse who fled after being charged in 2008 and was captured this year was sentenced today to serve 108 months in prison for her role in a fraud scheme that resulted in more than $11 million in fraudulent claims to Medicare. Carmen Gonzalez, 39, of Cape Coral, Fla., worked at St. Jude Rehabilitation Center, a fraudulent HIV infusion clinic in Miami that was controlled by her cousins, Jose, Carlos and Luis Benitez, aka the Benitez Brothers.  Gonzalez was also sentenced for failing to appear at a June 2008 bond hearing.   The sentencing follows her conviction at trial to one count of conspiracy to defraud the United States to cause the submission of false claims and to pay health care kickbacks and one count of conspiracy to commit health care fraud.   Gonzalez had previously pleaded guilty to a separate charge of failure to appear.",https://www.justice.gov/opa/pr/2013/December/13-crm-1350.html
11,Criminal and Civil Enforcement,"December 19, 2013",U.S. Department of Justice,,0,Health Care Clinic Owner Sentenced for Role in $7 Million Medicare Fraud Scheme,"The owner of a Miami home health care company was sentenced to serve 235 months in prison today for her participation in a $7 million health care fraud scheme involving defunct home health care company Anna Nursing Services Corp. Dora Moreira, 46, was sentenced by U.S. District Judge Jose E. Martinez in the Southern District of Florida.   In addition to her prison term, Moreira was sentenced to serve three years of supervised release and ordered to pay $6,928,931 in restitution.",https://www.justice.gov/opa/pr/2013/December/13-crm-1337.html
12,Criminal and Civil Enforcement,"December 19, 2013",U.S. Department of Justice,,0,Tennessee Cardiologist to Pay $1.15 Million to Settle Allegations That He Performed Medically Unnecessary Heart Procedures,"Cardiologist Dr. Elie H. Korban will pay $1.15 million to resolve False Claims Act allegations that he billed Medicare and Medicaid for medically unnecessary cardiac stent placements, the Justice Department announced today.  Korban owns Delta Clinic, with offices in Jackson, Tenn., and Lexington, Tenn., and has privileges at Jackson-Madison County General Hospital and Regional Hospital of Jackson, both in Jackson, Tenn.",https://www.justice.gov/opa/pr/2013/December/13-civ-1333.html
13,Criminal and Civil Enforcement,"December 18, 2013",U.S. Department of Justice,,0,South Florida Man Pleads Guilty for Role in $10.5 Million Medicare Fraud Scheme,"A south Florida man has pleaded guilty today for his role in a $10.5 million Medicare fraud scheme involving physical and occupational therapy services. Luis Alberto Garcia Perojo, 42, pleaded guilty in the U.S. District Court for the Middle District of Florida to conspiring to commit health care fraud.  He faces a maximum penalty of 10 years in prison, and his sentencing will be scheduled at a later date. Acting Assistant Attorney General Mythili Raman of the Justice Department's Criminal Division, Acting U.S. Attorney for the Middle District of Florida A. Lee Bentley III, Special Agent in Charge Paul Wysopal of the FBI's Tampa Field Office and Special Agent in Charge Christopher Dennis of the U.S. Health and Human Services Office of Inspector General Office of Investigations made the announcement.",https://www.justice.gov/opa/pr/2013/December/13-crm-1330.html
14,Criminal and Civil Enforcement,"December 18, 2013",U.S. Attorney,District of New Jersey,0,New Jersey Doctor Admits Taking Bribes in Test-Referrals Scheme with New Jersey Clinical Lab,"Newark, N.J. - A New Jersey doctor admitted today to accepting bribes in exchange for test referrals as part of a long-running scheme operated by Biodiagnostic Laboratory Services LLC, of Parsippany, N.J., its president and numerous associates, New Jersey U.S. Attorney Paul J. Fishman announced. Glenn Leslie, 59, of Ramsey, N.J., pleaded guilty today before U.S. District Judge Stanley R. Chesler in Newark federal court to an information charging him with one count of accepting bribes.","https://www.justice.gov/usao/nj/Press/files/Leslie,%20Glenn%20Plea%20PR.html"
15,Criminal and Civil Enforcement,"December 18, 2013",U.S. Attorney,Southern District of Texas,0,Two Area Women Head to Federal Prison in Home Health Services Conspiracy,"Corpus Christi, Texas -Debra Jean Velasquez, of Robstown, and Sylvia Salinas Ramirez, of Driscoll, have been ordered to prison in a scheme to defraud the Texas Medicaid program through fraudulent home health billings, announced United States Attorney Kenneth Magidson along with Texas Attorney General Greg Abbott. The woman entered guilty pleas Sept. 4, 2013, to conspiring to submit false and fraudulent bills to the Texas Medicaid Program by wire transmissions as well as wire fraud.",https://www.justice.gov/usao/txs/1News/Releases/2013%20December/131218%20-%20Velasquez%20and%20Ramirez.html
16,Criminal and Civil Enforcement,"December 17, 2013",U.S. Attorney,Western District of Louisiana,0,Lake Charles Doctor Sentenced To 12 Months In Prison For Health Care Fraud,"Lafayette, La. - United States Attorney Stephanie A. Finley announced today that Dr. Lynn E. Foret, 64, of Lake Charles, La., was sentenced by U.S. District Court Judge Richard T. Haik to 12 months in prison and three years of supervised release for defrauding Medicare, Medicaid and private insurance companies out of close to $1 million.  He was also ordered to pay $871,947.66 restitution and a $25,000 fine.  Foret pleaded guilty April 18, 2013.",https://www.justice.gov/usao/law/news/wdla20131217.html
17,Criminal and Civil Enforcement,"December 16, 2013",U.S. Attorney,District of South Dakota,0,Rosebud Woman Charged With Acquiring Controlled Substances by Fraud and Theft In Connection With Healthcare,"United States Attorney Brendan V. Johnson announced that a Rosebud, South Dakota, woman has been indicted by a federal grand jury for Acquiring Controlled Substances by Fraud and Theft in Connection with Healthcare. Bonnie Melissa Levy, age 38, was indicted on December 10, 2013.  She appeared before U.S. Magistrate Judge Mark A. Moreno on December 11, 2013, and pled not guilty to the Indictment.",https://www.justice.gov/usao/sd/pressreleases/Pierre-2013-12-16-Levy.html
18,Criminal and Civil Enforcement,"December 17, 2013",U.S. Department of Justice,,0,Houston Doctor Indicted for Her Alleged Role in $158 Million Medicare Fraud Scheme,"A Houston doctor has been arrested on charges related to her alleged participation in a $158 million Medicare fraud scheme involving false claims for mental health treatment. Sharon Iglehart, 56, of Houston, was charged in an indictment, filed in the Southern District of Texas and unsealed today, with one count of conspiracy to commit health care fraud and four counts of health care fraud.   If convicted, Iglehart faces a maximum penalty of 10 years in prison on each count.   Iglehart was arrested on Dec. 16, 2013, and made her initial appearance in federal court in Houston today.",https://www.justice.gov/opa/pr/2013/December/13-crm-1323.html
19,Criminal and Civil Enforcement,"December 17, 2013",U.S. Attorney,District of New Jersey,0,"Morris County, N.J., Doctor Admits Taking Cash Kickbacks for Patient Referrals","Newark, N.J. - A Morris County, N.J., doctor practicing internal medicine admitted today to taking cash kickbacks for making referrals to a diagnostic testing lab in Orange, N.J., U.S. Attorney Paul J. Fishman announced. Mahesh Patel, 64, of Florham Park, N.J., a board-certified physician, pleaded guilty before U.S. District Judge Claire C. Cecchi in Newark to an information charging him with soliciting and receiving more than $6,000 in illegal cash kickbacks for patient referrals in violation of the federal health care anti-kickback statute.","https://www.justice.gov/usao/nj/Press/files/Patel,%20Mahesh%20Plea%20PR.html"
20,Criminal and Civil Enforcement,"December 17, 2013",U.S. Attorney,District of New Jersey,0,New Jersey Ophthalmologist Admits Lying To Federal Agents during Fraud Investigation about Reuse of Lucentis Vials,"An ophthalmologist with a medical practice in Englewood, N.J., admitted today to lying to federal agents during a health care fraud investigation into the reuse of single-use vials of prescription Lucentis medication for multiple patients, U.S. Attorney Paul J. Fishman announced. Bernard J. Fowler, 68, of Mahwah, N.J., pleaded guilty to an information charging him with making false statements to federal agents with the U.S. Department of Health and Human Services, Office of Inspector General (HHS-OIG). He entered his plea before U.S. District Judge Susan D. Wigenton in Newark federal court.","https://www.justice.gov/usao/nj/Press/files/Fowler,%20Bernard%20Plea%20News%20Release.html"
21,Criminal and Civil Enforcement,"December 13, 2013",U.S. Attorney,Western District of Kentucky,0,"Owner Of Bluegrass Women's Healthcare In Elizabethtown Ordered To Pay Victims $50,663.31 For Misbranding","LOUISVILLE, Ky. - The owner of Bluegrass Women's Healthcare, located in Elizabethtown, Kentucky was sentenced yesterday, in United States District Court, by United States District Judge John G. Heyburn, to one year probation for a single charge of misbranding, and the corporation, Bluegrass Women's Healthcare, was sentenced and ordered to pay a fine of $25,000 announced David J. Hale, United States Attorney for the Western District of Kentucky. The defendant owner, Canh Jeff Vo was also ordered to pay restitution in the amount of $50,663.31 to victims.",https://www.justice.gov/usao/kyw/news/2013/20131213-01.html
22,Criminal and Civil Enforcement,"December 13, 2013",U.S. Attorney,Southern District of New York,0,"Manhattan U.S. Attorney, FBI, and IRS Announce Charges against Pharmacy Owner In Multimillion-Dollar Medicare/Medicaid Fraud Scheme","Preet Bharara, the United States Attorney for the Southern District of New York, George Venizelos, the Assistant Director-in-Charge of the New York Field Office of the Federal Bureau of Investigation (""FBI""), and Toni Weirauch, the Special Agent-in-Charge of the New York Field Office of the Internal Revenue Service, Criminal Investigation (""IRS-CI""), announced that Purna Chandra Aramalla was arrested yesterday for engaging in a scheme to defraud Medicaid and Medicare through the sale of illegally diverted prescription drugs. ARAMALLA was also charged with a related money laundering offense. ARAMALLA was arrested yesterday morning and was presented in Manhattan federal court before U.S. Magistrate Judge Debra Freeman yesterday afternoon. A preliminary hearing is scheduled for January 13, 2014.",https://www.justice.gov/usao/nys/pressreleases/December13/PurnaAramallaArrestPR.php
23,Criminal and Civil Enforcement,"December 12, 2013",U.S. Attorney,Central District of California,0,Doctor Pleads Guilty to Tax Offense Related to Health Care Fraud Scheme involving People Recruited from 'Skid Row',"Los Angeles - In the first case filed in relation to the second major investigation into the illegal recruitment of ""Skid Row"" denizens for unnecessary medical procedures, a La Mirada doctor pleaded guilty this afternoon to federal tax charges and admitted participating in a large-scale scheme to defraud Medicare and Medi-Cal.",https://www.justice.gov/usao/cac/Pressroom/2013/145.html
24,Criminal and Civil Enforcement,"December 12, 2013",U.S. Department of Justice,,0,Two Patient Recruiters for Miami Home Health Companies Sentenced for Roles in $48 Million Health Care Fraud Scheme,WASHINGTON - Two patient recruiters for Miami health care companies were sentenced today for their participation in a $48 million home health Medicare fraud scheme.,https://www.justice.gov/opa/pr/2013/December/13-crm-1312.html
25,Criminal and Civil Enforcement,"December 12, 2013",U.S. Attorney,Southern District of Florida,0,Loxahatchee Pair Plead Guilty to Government Benefit Fraud Charges,"Wifredo A. Ferrer, United States Attorney for the Southern District of Florida, Lester Fernandez, Special Agent in Charge, U.S. Department of Housing and Urban Development (HUD), Office of Inspector General, Ric L. Bradshaw, Sheriff, Palm Beach County Sheriff's Office, Thomas Caul, Special Agent in Charge, Social Security Administration (SSA), Office of Inspector General, Atlanta Field Division, Karen Citizen-Wilcox, Special Agent in Charge, U.S. Department of Agriculture (USDA), Office of Inspector General, and Christopher B. Dennis, Special Agent in Charge, U.S. Department of Health and Human Services, Office of Inspector General (HHS-OIG), Miami Region, announce that defendants Gloria Nereida Valle-Clas, 48, and Alexander Gonzalez, 40, of Loxahatchee, Florida, pled guilty today in West Palm Beach before U.S. Magistrate Judge James M. Hopkins.",https://www.justice.gov/usao/fls/PressReleases/131212-05.html
26,Criminal and Civil Enforcement,"December 12, 2013",U.S. Department of Justice,,0,Therapist Pleads Guilty in Miami for His Role in $63 Million Health Care Fraud Scheme,"A former licensed mental health counselor at the defunct health provider Health Care Solutions Network Inc. (HCSN) pleaded guilty today in Fort Lauderdale, Fla., for his role in a $63 million health care fraud scheme.",https://www.justice.gov/opa/pr/2013/December/13-crm-1314.html
27,Criminal and Civil Enforcement,"December 10, 2013",U.S. Attorney,District of South Dakota,0,Wanblee Man Pleads Not Guilty To Making False Statements to Obtain Controlled Substances,"United States Attorney Brendan V. Johnson announced that a Wanblee, South Dakota, man has been indicted by a federal grand jury for False Statements Relating to Health Care Matters and Attempt to Obtain Controlled Substances by Fraud.",https://www.justice.gov/usao/sd/pressreleases/RC-2013-12-10-Quiver.html
28,Criminal and Civil Enforcement,"December 9, 2013",U.S. Department of Justice,,0,Government Intervenes in False Claims Lawsuit against IPC the Hospitalist Co. Inc. Alleging Overbilling of Physician Services,"The government has intervened in a lawsuit against IPC The Hospitalist Co. Inc., and its subsidiaries (IPC), alleging that IPC submitted false claims to federal health care programs, the Justice Department announced today.  IPC, based in North Hollywood, Calif., is one of the largest providers of hospitalist services in the United States, employing physicians and other health care providers who work in more than 1,300 facilities in 28 states.  Hospitalists are physicians who work only in hospitals and other long-term care facilities, overseeing and coordinating inpatient care from admission to discharge.",https://www.justice.gov/opa/pr/2013/December/13-civ-1294.html
29,Criminal and Civil Enforcement,"December 9, 2013",U.S. Attorney,Western District of New York,0,Former Doctor Sentenced To Home Detention for Health Care Fraud Convictions,"BUFFALO, N.Y.--- U.S. Attorney William J. Hochul, Jr. announced that former medical doctor Daniel C. Gillick, 63, of Youngstown, N.Y., who previously pleaded guilty to obtaining controlled substances by fraud and health care fraud, was sentenced today to 6 months of home detention and 2 years' probation.  As a part of the plea, the defendant surrendered his medical license.",https://www.justice.gov/usao/nyw/press/press_releases/2013/dec/Daniel_Gilick.html
30,Criminal and Civil Enforcement,"December 5, 2013",U.S. Attorney,Western District of Texas,0,"Owner of DTS Medical Supply Company in Devine, TX, And Two Employees Charged In Connection With $3.5 Million Health Care Fraud Scheme","A federal grand jury has indicted 52-year-old DTS Medical Supply Company owner Daniel Thomason Smith and two employees, in connection with an estimated $3.5 million Health Care Fraud scheme announced United States Attorney Robert Pitman, FBI Special Agent in Charge Armando Fernandez and Texas Attorney General Greg Abbott.",https://www.justice.gov/usao/txw/news/2013/DTS_Medical_indictment.html
31,Criminal and Civil Enforcement,"December 5, 2013",U.S. Attorney,Western District of New York,0,Man Pleads Guilty To Non Payment of Child Support Obligation,"Buffalo, N.Y. - U.S. Attorney William J. Hochul, Jr., announced today that Jonathan Dale, 61, formerly of Clarence, N.Y., pleaded guilty to failure to pay child support before Magistrate Judge H. Kenneth Schroeder. The charge carries a maximum sentence of six months in prison, a $5,000 fine, or both.",https://www.justice.gov/usao/nyw/press/press_releases/2013/dec/Jonathan_Dale.html
32,Criminal and Civil Enforcement,"December 5, 2013",U.S. Department of Justice,,0,20 Detroit-area Residents Charged in Medicare Fraud Strike Force Takedown for Approximately $34 Million in False Billing,"Twenty Detroit-area residents have been charged for their roles in physician home visit, home health care, chiropractic and psychotherapy schemes to submit more than $34 million in false billing to Medicare. Acting Assistant Attorney General Mythili Raman of the Justice Department's Criminal Division, U.S. Attorney for the Eastern District of Michigan Barbara L. McQuade, Special Agent in Charge Paul M. Abbate of the FBI's Detroit Field Office and Special Agent in Charge Lamont Pugh III of the U.S. Department of Health and Human Services Office of Inspector General Chicago Regional Office made the announcement.",https://www.justice.gov/opa/pr/2013/December/13-crm-1283.html
33,Criminal and Civil Enforcement,"December 5, 2013",U.S. Attorney,District of New Jersey,0,New Jersey Gastroenterologist Admits Taking Cash Kickbacks for Patient Referrals,"NEWARK, N.J. - A physician practicing gastroenterology and internal medicine in West Orange, N.J., pleaded guilty today to receiving cash kickbacks for diagnostic testing referrals, becoming the 13th doctor and 14th defendant to be convicted in connection with the government's investigation of illegal payments made by an Orange, N.J., diagnostic testing facility, U.S. Attorney Paul J. Fishman announced.  John Green, M.D., 60, of Basking Ridge, N.J., pleaded guilty before U.S. District Judge Claire C. Cecchi to an information charging him with soliciting and receiving more than $14,000 in illegal cash kickbacks for patient referrals in violation of the federal health care anti-kickback statute.","https://www.justice.gov/usao/nj/Press/files/Green,%20John%20Plea%20PR.html"
34,Criminal and Civil Enforcement,"December 5, 2013",U.S. Attorney,Southern District of New York,0,Manhattan U.S. Attorney and FBI Assistant Director-In-Charge Announce Health Care Fraud Charges Against Current and Former Russian Diplomats and Their Spouses,"Preet Bharara, the United States Attorney for the Southern District of New York, and George Venizelos, the Assistant Director-in-Charge of the New York Field Office of the Federal Bureau of Investigation, today announced charges against 49 defendants for participating in a widespread fraud scheme from 2004 to August 2013 to illegally obtain nearly half a million dollars in Medicaid benefits. Each of the defendants charged in the Complaint unsealed today is a current or former Russian diplomat or the spouse of a diplomat employed at either the Russian Mission to the United Nations, the Russian Federation Consulate General in New York, or the Trade Representation of the Russian Federation in the USA, New York Office. The Complaint alleges that each of the defendants and their unnamed co-conspirators participated in a widespread scheme to illegally obtain Medicaid benefits for prenatal care and related costs by, among other things, falsely underreporting their income or falsely claiming that their child was a citizen of the United States.",https://www.justice.gov/usao/nys/pressreleases/December13/KuleshovMikhailComplaintPR.php
35,Criminal and Civil Enforcement,"December 5, 2013",U.S. Attorney,Northern District of Ohio,0,Former Pharmacist Ordered to Pay More than $2 Million,"Coshocton, Ohio -- Ohio Attorney General Mike DeWine and U.S. Attorney for the Northern District of Ohio Steven Dettelbach announced today that a former Coshocton pharmacist has been ordered to pay more than $2 million in funds she obtained through fraudulent billing practices.",http://www.ohioattorneygeneral.gov/Media/News-Releases/December-2013/Former-Pharmacist-Ordered-to-Pay-More-than-$2-Mill
36,Criminal and Civil Enforcement,"December 4, 2013",U.S. Department of Justice,,0,Miami Home Health Company Owner and Recruiter Sentenced for Role in $48 Million Health Care Fraud Scheme,"A patient recruiter of a Miami health care company was sentenced to serve 108 months in prison today for his participation in a $48 million home health Medicare fraud scheme. Acting Assistant Attorney General Mythili Raman of the Justice Department's Criminal Division, U.S. Attorney Wifredo A. Ferrer of the Southern District of Florida, Special Agent in Charge Michael B. Steinbach of the FBI's Miami Field Office and Special Agent in Charge Christopher B. Dennis of the U.S. Department of Health and Human Services Office of Inspector General Office of Investigations Miami Office made the announcement.",https://www.justice.gov/opa/pr/2013/December/13-crm-1279.html
37,Criminal and Civil Enforcement,"December 4, 2013",U.S. Attorney,Western District of Kentucky,0,"Louisville Physician Charged With Multiple Counts of Unlawful Distribution of Controlled Substances, Healthcare Fraud and Money Laundering","Louisville, Ky. - A Louisville physician was charged today, by a federal grand jury, with multiple counts of unlawful distribution of controlled substances, healthcare fraud and money laundering announced David J. Hale, United States Attorney for the Western District of Kentucky. According to the fourteen count indictment, George Kudmani, age 68, operated an obstetrician/gynecological medical practice located at 9702 Stonestreet Road, in Louisville, Kentucky. The practice did not employ any other individual with medical training. On average, Kudmani would see more than 35 patients per day. A typical first-time patient would pay $75 for a gynecological exam, and each visit thereafter, the patient would typically pay $35 in cash and receive a Schedule II-V controlled substance prescription without a physical examination.",https://www.justice.gov/usao/kyw/news/2013/20131204-01.html
38,Criminal and Civil Enforcement,"December 4, 2013",U.S. Attorney,Northern District of California,0,Three Defendants Convicted In $3.2M Medicare Fraud Scheme,"San Francisco - Patrick Adebowale Sogbein, his wife, Adebola Adefunke Adebimpe, and Eduardo Abad were convicted today by a federal jury, following a 13-day trial, of Conspiracy to Commit Health Care Fraud and Health Care Fraud, announced United States Attorney Melinda Haag; David Johnson, Special Agent in Charge of the Federal Bureau of Investigation in San Francisco; and Glenn R. Ferry, the Special Agent in Charge for the Los Angeles Regional Office of Inspector General of the Department of Health and Human Services. Sogbein and Abad were also convicted of Conspiracy to Pay and Receive Kickbacks involving the Medicare Program.",https://www.justice.gov/usao/can/news/2013/2013_12_04_three.convicted.press.html
39,Criminal and Civil Enforcement,"December 3, 2013",U.S. Department of Justice,,0,Three Patient Recruiters for Miami Home Health Company Plead Guilty for Roles in $48 Million Fraud Scheme,"Three patient recruiters for a Miami health care company pleaded guilty today for their participation in a $48 million home health Medicare fraud scheme. Acting Assistant Attorney General Mythili Raman of the Justice Department's Criminal Division, U.S. Attorney Wifredo A. Ferrer of the Southern District of Florida, Special Agent in Charge Michael B. Steinbach of the FBI's Miami Field Office, and Special Agent in Charge Christopher B. Dennis of the U.S. Department of Health and Human Services Office of Inspector General Office of Investigations Miami Office made the announcement.",https://www.justice.gov/opa/pr/2013/December/13-crm-1275.html
40,Criminal and Civil Enforcement,"December 2, 2013",U.S. Attorney,Southern District of Texas,0,Lymphedema & Wound Care Institute Settle False Claims Act Allegations,"HOUSTON - Susan Morgan, Erin Hamilton and Ryan Chuston, doing business as the Lymphedema & Wound Care Institute Inc., have paid the United States $4.3 million to settle claims they violated the Federal False Claims Act by submitting claims to the Medicare Program for physical therapy treatments provided by unqualified therapists, announced United States Attorney Kenneth Magidson. Additionally, under the terms of the settlement agreement, Morgan will be barred from participating in federal health benefit programs for a period of 10 years.",https://www.justice.gov/usao/txs/1News/Releases/2013%20December/131202%20-%20Morgan%20et%20al.html
41,Criminal and Civil Enforcement,"December 2, 2013",U.S. Attorney,District of New Hampshire,0,Former Employee of Exeter Hospital Sentenced to 39 Years in Connection with Widespread Hepatitis C Outbreak,"CONCORD, NH-David M. Kwiatkowski, 34, a former employee of Exeter Hospital, was sentenced today to serve 39 years in prison for his conduct in causing a widespread Hepatitis C outbreak in numerous states, announced John P. Kacavas, U.S. Attorney for the District of New Hampshire, and Barry R. Grissom, U.S. Attorney for the District of Kansas.",https://www.fbi.gov/boston/press-releases/2013/former-employee-of-exeter-hospital-sentenced-to-39-years-in-connection-with-widespread-hepatitis-c-outbreak
42,Criminal and Civil Enforcement,"December 2, 2013",U.S. Department of Justice,,0,CVS' Caremark Will Pay $4.25 Million for Allegedly Denying Medicaid Claims for Reimbursement of Prescription Drug Costs,"Caremark LLC, a pharmacy benefit management company (PBM), will pay the government and five states a total of $4.25 million to settle allegations that it knowingly failed to reimburse Medicaid for prescription drug costs paid on behalf of Medicaid beneficiaries, who also were eligible for drug benefits under Caremark-administered private health plans, the Justice Department announced today.  Caremark is operated by CVS Caremark Corp., one of the largest PBMs and retail pharmacies in the country.  A PBM administers and manages the drug benefits for clients who offer drug benefits under a health insurance plan.",https://www.justice.gov/opa/pr/2013/December/13-civ-1267.html
43,Criminal and Civil Enforcement,"December 2, 2013",U.S. Department of Justice,,0,Health Care Clinic Owners Sentenced for Role in $8 Million Health Care Fraud Scheme,"Two health care clinic owners were sentenced today in connection with an $8 million health care fraud scheme involving the now-defunct home health care company Flores Home Health Care Inc. Acting Assistant Attorney General Mythili Raman of the Justice Department's Criminal Division, U.S. Attorney Wifredo A. Ferrer of the Southern District of Florida, Special Agent in Charge Michael B. Steinbach of the FBI's Miami Field Office, and Special Agent in Charge Christopher B. Dennis of the U.S. Department of Health and Human Services Office of Inspector General Office of Investigations Miami Office made the announcement.",https://www.justice.gov/opa/pr/2013/December/13-crm-1266.html
