,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
28,Criminal and Civil Enforcement,"November 30, 2015",U.S. Attorney,District of South Carolina,0,"Piedmont Pathology Associates, Inc., and Piedmont Pathology, P.C. Settle False Claims Act Cases for $500,000","COLUMBIA, South Carolina ---- United States Attorney for the District of South Carolina Bill Nettles announced today that Piedmont Pathology Associates, Inc. and Piedmont Pathology, P.C., a diagnostic anatomic pathology group located in Hickory, North Carolina, has agreed to pay the United States $500,000 to settle allegations that it violated the False Claims Act by engaging in improper financial relationships with referring physicians. ",https://www.justice.gov/usao-sc/pr/piedmont-pathology-associates-inc-and-piedmont-pathology-pc-settle-false-claims-act-cases
29,Criminal and Civil Enforcement,"November 25, 2015",U.S. Attorney,Southern District of Illinois,0,East Saint Louis Woman Sentenced On Healthcare Fraud-Related Charge,"Stephen R. Wigginton, United States Attorney for the Southern District of Illinois, announced today, that Alfreda E. Perkins, 54, of East Saint Louis, Illinois, pled guilty in federal court to charges that she engaged in a scheme to steal from a health care program. Sentencing has been set for March 22, 2016. Perkins will face up to 10 years in prison, a fine of up to $250,000, and up to 3 years of supervised release.",https://www.justice.gov/usao-sdil/pr/east-saint-louis-woman-sentenced-healthcare-fraud-related-charge
30,Criminal and Civil Enforcement,"November 20, 2015",U.S. Attorney,Southern District of New York,0,"Manhattan U.S. Attorney Announces $370 Million Civil Fraud Settlement Against Novartis Pharmaceuticals For Kickback Scheme Involving High-Priced Prescription Drugs, Along With $20 Million Forfeiture Of Proceeds From The Scheme","Preet Bharara, the United States Attorney for the Southern District of New York, Diego Rodriguez, the Assistant Director-in-Charge of the New York Office of the Federal Bureau of Investigation (""FBI""), Gregory E. Demske, Chief Counsel to the Inspector General of the U.S. Department of Health and Human Services (""HHS-OIG""), and Scott J. Lampert, Special Agent in Charge of HHS-OIG's New York Regional Office, announced a $390 million settlement against NOVARTIS Pharmaceuticals Corp. (""NOVARTIS"") in a civil fraud lawsuit based on claims that NOVARTIS gave kickbacks to specialty pharmacies in return for recommending two of its drugs, Exjade and Myfortic.  The settlement resolves claims under the federal False Claims Act, 31 U.S.C. § 3729 et seq., and numerous state false claims act claims.  The settlement also provides for resolution of claims against NOVARTIS under the federal civil forfeiture statute, 18 U.S.C. § 981 et seq.  This is the third settlement in this lawsuit - in January 2014 and April 2015, two specialty pharmacies, Bioscrip, Inc. (""Bioscrip"") and Accredo Health Group (""Accredo""), agreed to pay a total of $75 million to resolve federal and state claims against them based on the same allegations.  Together with today's settlement, the federal and state governments will recover $465 million in total based on the kickback allegations in this lawsuit.",https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-370-million-civil-fraud-settlement-against-novartis
31,Criminal and Civil Enforcement,"November 20, 2015",U.S. Department of Justice,,1,Owner of Houston Durable Medical Equipment Health Care Companies Sentenced for $3.4 Million Medicare Fraud Scheme,"A Texas man was sentenced today to 63 months for his role in a $3.4 million scheme to defraud Medicare, announced Assistant Attorney General Leslie R. Caldwell of the Justice Department's Criminal Division, U.S. Attorney Kenneth Magidson of the Southern District of Texas, Special Agent in Charge CJ Porter of the U.S. Department of Health and Human Services-Office of the Inspector General (HHS-OIG) Dallas Region, Special Agent in Charge Perrye K. Turner of the FBI's Houston Field Office and the Texas Attorney General's Medicaid Fraud Control Unit (MFCU).",https://www.justice.gov/opa/pr/owner-houston-durable-medical-equipment-health-care-companies-sentenced-34-million-medicare
32,Criminal and Civil Enforcement,"November 20, 2015",U.S. Attorney,Southern District of Texas,0,McAllen Area Doctor and Assistant Plead Guilty in Health Care Fraud and Illegal Kickback Scheme,"McALLEN, Texas ? A McAllen area doctor has been convicted of health care fraud and aggravated identity theft, announced U.S. Attorney Kenneth Magidson. Dr. Eduardo Carrillo, 42, of Edinburg, entered his guilty plea today before U.S. District Judge Randy Crane. Also convicted today was his assistant - Martha Uribe Medrano, 48, of Edinburg.",https://www.justice.gov/usao-sdtx/pr/mcallen-area-doctor-and-assistant-plead-guilty-health-care-fraud-and-illegal-kickback
33,Criminal and Civil Enforcement,"November 20, 2015",U.S. Attorney,Middle District of Tennessee,0,Three Indicted In Medical Equipment Kickback Scheme,"Pamela Gardner 53, and Torvis Gardner, 44, both of Springfield, Tennessee, and Dr. Donald Boatright, 70, of Nashville, Tenn., were indicted on November 18, 2015, by a federal grand jury on federal health care fraud charges, announced David Rivera, United States Attorney for the Middle District of Tennessee.  The indictment charges the defendants with soliciting and receiving kickbacks, and conspiring to solicit and receive kickbacks, in exchange for making referrals for the purchase of medical equipment. ",https://www.justice.gov/usao-mdtn/pr/three-indicted-medical-equipment-kickback-scheme
34,Criminal and Civil Enforcement,"November 20, 2015",U.S. Attorney,District of Rhode Island,0,"Former Business Executive Indicted for Failing to Pay More than $250,000 in Child Support Obligations","PROVIDENCE, R.I. - A federal grand jury in Providence returned a two-count indictment on Thursday charging Christopher Carroll, 47, formerly of Jamestown, R.I., with allegedly travelling in interstate and outside the country to evade paying more than $250,000 in child support payments for his three minor children, age 9, 11 and 14, announced United States Attorney Peter F. Neronha and Phillip Coyne, Special Agent in Charge of the U.S. Department of Health and Human Services, Office of Inspector General.",https://www.justice.gov/usao-ri/pr/former-business-executive-indicted-failing-pay-more-250000-child-support-obligations
35,Criminal and Civil Enforcement,"November 19, 2015",U.S. Department of Justice,,1,Physician Sentenced to 72 Months in Prison for Role in Detroit-Area Medicare Fraud Scheme,A Detroit-area physician who led and directed a multimillion-dollar Medicare fraud scheme through his medical practice was sentenced today to 72 months in prison.,https://www.justice.gov/opa/pr/physician-sentenced-72-months-prison-role-detroit-area-medicare-fraud-scheme
36,Criminal and Civil Enforcement,"November 19, 2015",U.S. Attorney,Middle District of Florida,0,United States Settles False Claims Act Allegations Against Hospice Of Citrus County For More Than $3 Million,"Jacksonville, Florida B U.S. Attorney A. Lee Bentley, III announces that the United States has settled allegations that a hospice company located in Lecanto, Florida knowingly billed the government for medically unnecessary and undocumented hospice services.  The allegations resolved included liability under the False Claims Act.",https://www.justice.gov/usao-mdfl/pr/united-states-settles-false-claims-act-allegations-against-hospice-citrus-county-more-3
37,Criminal and Civil Enforcement,"November 18, 2015",U.S. Department of Justice,,1,New Orleans Office Manager Sentenced for Role in $50 Million Fraud Scheme,The office manager of a home health company at the center of a $50 million fraud scheme in New Orleans was sentenced to prison today for participating in the scheme.,https://www.justice.gov/opa/pr/new-orleans-office-manager-sentenced-role-50-million-fraud-scheme
38,Criminal and Civil Enforcement,"November 18, 2015",U.S. Attorney,District of New Jersey,0,U.S. Attorney's Office Files Civil Lawsuit Against New Jersey Couple And Two Diagnostic Companies For Falsifying Diagnostic Test Reports And Failing To Properly Supervise Tests,"NEWARK, N.J. - U.S. Attorney Paul J. Fishman announced today that the government has intervened in a False Claims Act lawsuit and filed a complaint against a Morris County, New Jersey, couple and their diagnostic imaging companies for knowingly submitting false claims to Medicare for thousands of falsified diagnostic test reports and the underlying tests.",https://www.justice.gov/usao-nj/pr/us-attorney-s-office-files-civil-lawsuit-against-new-jersey-couple-and-two-diagnostic
39,Criminal and Civil Enforcement,"November 18, 2015",U.S. Attorney,District of New Jersey,0,New York Doctor Sentenced To More Than Three And A Half Years In Prison For Taking Bribes In Test-Referral Scheme With New Jersey Clinical Lab,"NEWARK, N.J. - A doctor with a practice in Rockville Centre, New York, was sentenced today to 46 months in prison for accepting bribes in exchange for test referrals as part of a long-running and elaborate scheme operated by Biodiagnostic Laboratory Services LLC (BLS), of Parsippany, New Jersey, its president and numerous associates, U.S. Attorney Paul J. Fishman announced.",https://www.justice.gov/usao-nj/pr/new-york-doctor-sentenced-more-three-and-half-years-prison-taking-bribes-test-referral
40,Criminal and Civil Enforcement,"November 18, 2015",U.S. Attorney,District of Pennsylvania,0,Philadelphia Area Former Doctor Charged With Conspiring To Defraud The FDA And Health Care Fraud,"William J. O'Brien III, 50, of Philadelphia, Pennsylvania was charged in an indictment unsealed today with conspiring to defraud the Food and Drug Administration ('FDA"") and a separate conspiracy to commit health care fraud, announced United States Attorney Zane David Memeger.  O'Brien, a former doctor of osteopathic medicine, was previously charged in July 2015 with operating a ""pill mill"" from his medical offices.  The defendant awaits trial on those earlier charges.",https://www.justice.gov/usao-edpa/pr/philadelphia-area-former-doctor-charged-conspiring-defraud-fda-and-health-care-fraud
41,Criminal and Civil Enforcement,"November 18, 2015",U.S. Attorney,Eastern District of Wisconsin,0,"Deaconess Home Health, Inc. and Owner Agree to Criminal and Civil Resolution of Health Care Fraud Charges","The Acting United States Attorney for the Eastern District of Wisconsin, Gregory Haanstad, announced today that the United States has filed a criminal information charging Deaconess Home Health, Inc. and its owner, Lazarus Bonilla, with committing health care fraud against the Wisconsin Medicaid Program.   Deaconess has agreed to plead guilty to the crime under a plea agreement filed with the information.  Bonilla and the United States have entered into a deferred prosecution agreement.  The United States also reached a civil settlement agreement with Deaconess and Bonilla for $3,724,000 pursuant to the federal False Claims Act.",https://www.justice.gov/usao-edwi/pr/wisconsin-home-health-agency-and-owner-agree-criminal-and-civil-resolution-health-care
42,Criminal and Civil Enforcement,"November 18, 2015",U.S. Attorney,Eastern District of Wisconsin,0,"Atlas Healthcare, Inc. and Owners Agree to Civil Resolution of Health Care Fraud Charges","The Acting United States Attorney for the Eastern District of Wisconsin, Gregory Haanstad, announced today that the United States has reached a civil settlement agreement with Atlas Healthcare, Inc., and its owners, Deana Bajanen and Sheena Jones, for $435,000 pursuant to the federal False Claims Act.  Atlas is located in Hales Corners, Wisconsin.  Atlas is alleged to have knowingly submitted false claims for personal care worker services to the Wisconsin Medicaid Program for patients that did not need the services or did not need the level of services for which Atlas billed the Medicaid program.",https://www.justice.gov/usao-edwi/pr/wisconsin-home-health-agency-and-owner-agree-civil-resolution-health-care-fraud-charges
43,Criminal and Civil Enforcement,"November 17, 2015",U.S. Attorney,District of New Jersey,0,"Morris County, New Jersey, Couple Admit Falsifying Thousands Of Medical Diagnostic Reports As Part Of $4.3 Million Health Care Fraud Scheme","NEWARK, N.J. - A Rockaway, New Jersey, husband and wife who owned a mobile diagnostic testing company today admitted receiving more than $4.3 million from Medicare and private insurance companies for diagnostic testing and reports that were never interpreted by a  licensed physician, U.S. Attorney Paul J. Fishman announced.",https://www.justice.gov/usao-nj/pr/morris-county-new-jersey-couple-admit-falsifying-thousands-medical-diagnostic-reports
44,Criminal and Civil Enforcement,"November 16, 2015",U.S. Attorney,District of Columbia,0,Owners of Home Health Care Agency Found Guilty Of Taking Part in $80 Million Medicaid Fraud,"WASHINGTON -Florence Bikundi, and her husband, Michael Bikundi, the owners of Global Healthcare, Inc., a home care agency, have been found guilty by a jury of health care fraud, money laundering, and other charges stemming from a scheme in which they and others defrauded the District of Columbia Medicaid program of over $80 million.",https://www.justice.gov/usao-dc/pr/owners-home-health-care-agency-found-guilty-taking-part-80-million-medicaid-fraud
45,Criminal and Civil Enforcement,"November 16, 2015",U.S. Attorney,Eastern District of Michigan,0,Warren Doctor Sentenced For Unlawful Oxycodone Prescriptions and Health Care Fraud,"A physician who practiced in Warren, Michigan, was sentenced to 84 months in prison today for writing prescriptions for oxycodone and other controlled medications without medical justification, and for health care fraud, announced U.S. Attorney Barbara L. McQuade. ",https://www.justice.gov/usao-edmi/pr/warren-doctor-sentenced-unlawful-oxycodone-prescriptions-and-health-care-fraud
