,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
10,Criminal and Civil Enforcement,"December 16, 2014",U.S. Attorney,Northern District of New York,0,Suny Research Foundation To Pay $3.75 Million to Resolve False Claims Act Liability,"ALBANY, NEW YORK: The Research Foundation for the State University of New York has agreed to pay the United States $3,750,000 to resolve allegations that its Center for Development of Human Services (CDHS) violated the False Claims Act by manipulating audits it performed of federally funded health care programs in New York State, announced United States Attorney Richard S. Hartunian.",https://www.justice.gov/usao/nyn/news/2085-4111-597320192.pdf
11,Criminal and Civil Enforcement,"December 16, 2014",U.S. Attorney,District of New Jersey,0,Doctor Sentenced to 37 Months in Prison for Taking Bribes in Test-Referrals Scheme with New Jersey Clinical Lab,"NEWARK, N.J. - A pediatrician with a practice in Staten Island and Brooklyn, New York, was sentenced today to 37 months in prison for accepting bribes in exchange for test referrals as part of a long-running scheme operated by Biodiagnostic Laboratory Services LLC (BLS), of Parsippany, New Jersey, its president and numerous associates, U.S. Attorney Paul J. Fishman announced. ","https://www.justice.gov/usao/nj/Press/files/Gabriel,%20Demetris%20Sentencing%20News%20Release.html"
12,Criminal and Civil Enforcement,"December 15, 2014",U.S. Department of Justice,,0,Southern California Physician Sentenced to 22 Months in Prison for Medicare Fraud,"A Southern California physician was sentenced to 22 months in federal prison today for his role in a conspiracy to commit Medicare fraud. Assistant Attorney General Leslie R. Caldwell of the Justice Department's Criminal Division, Acting U.S. Attorney Stephanie Yonekura of the Central District of California, Special Agent in Charge Glenn R. Ferry of the U.S. Department of Health and Human Services Office of Inspector General (HHS-OIG) Los Angeles Region and Assistant Director in Charge Bill Lewis of the FBI's Los Angeles Field Office made the announcement.",https://www.justice.gov/opa/pr/southern-california-physician-sentenced-22-months-prison-medicare-fraud
13,Criminal and Civil Enforcement,"December 15, 2014",U.S. Attorney,District of Maryland,0,Federal Jury Convicts Pharmacy Store Owner Of Health Care Fraud And Identity Theft,"Baltimore, Maryland - A federal jury has convicted Reddy Vijay Annappareddy, age 46, of Fallston, Maryland, of health care fraud and aggravated identity theft in connection with a scheme to defraud Medicaid and Medicare by submitting false claims for prescription refills. ",https://www.justice.gov/usao/md/news/2014/FederalJuryConvictsPharmacyStoreOwnerOfHealthCareFraudAndIdentityTheft.html
14,Criminal and Civil Enforcement,"December 15, 2014",U.S. Attorney,District of Maryland,0,"Chief Financial Officer Of Pain Management Clinics Admits To Receiving $459,245 In Kickbacks","Baltimore, Maryland - Vic Wadhwa, age 38, of Frederick, Maryland, pleaded guilty today to soliciting and receiving kickbacks in return for referrals at lab tests from a medical practice.",https://www.justice.gov/usao/md/news/2014/ChiefFinancialOfficerOfPainManagementClinicsAdmitsToReceiving459245InKickbacks.html
15,Criminal and Civil Enforcement,"December 15, 2014",U.S. Attorney,District of New Jersey,0,Owner of Parsippany-Based Diagnostic Testing Facility Pleads Guilty To Health Care Fraud,"NEWARK, N.J. - A Morris County, New Jersey, man pleaded guilty today to health care fraud in a scheme to bill for diagnostic testing services he did not render and to enable a cardiologist to evade the Medicare program's pre-payment review of his claims, U.S. Attorney Paul J. Fishman announced.  ","https://www.justice.gov/usao/nj/Press/files/Patel,%20Vijay%20Plea%20PR.html"
16,Criminal and Civil Enforcement,"December 12, 2014",Middle District of Florida,,0,"United States Settles False Claims Act Allegations Against Florida-Based Sleep Clinic And Physician For $250,000","Jacksonville, FL B The United States has settled a lawsuit against a central Florida-based sleep clinic for submitting false claims to the government. The qui tam or ""whistleblower"" complaint, filed by a former employee of the clinic, alleges that VMG Pulmonary and Sleep Institute and its physician/owner, Dr. Marivic Villa, violated the False Claims Act (FCA) by intentionally billing the government for hundreds of thousands of dollars of services that were not medically necessary, and that were performed by unlicensed, uncredentialed, and unsupervised employees.",https://www.justice.gov/usao/flm/press/2014/Dec/20141212_VMG.html
17,Criminal and Civil Enforcement,"December 9, 2014",U.S. Attorney,Northern District of Texas,0,Dallas Woman Who Stole a Registered Nurse's Identity and Used that Identity to Fraudulently Obtain Employment at Eight Metroplex Hospice Companies Faces Up to 15 Years in Federal Prison ,"DALLAS - A Dallas woman who stole the identity of a registered nurse and used that identity to work at several Dallas-Fort Worth (DFW) area hospice companies, appeared in court this morning before U.S. Magistrate Judge David L. Horan, and pleaded guilty to a federal offense stemming from that conduct, announced U.S. Attorney Sarah R. Saldaña of the Northern District of Texas.",https://www.justice.gov/usao/txn/PressRelease/2014/DEC2014/DEC9Antoine_plea.html
18,Criminal and Civil Enforcement,"December 8, 2014",U.S. Attorney,Central District of California,0,Doctor Sentenced to 2 Years in Prison in Medicare Fraud Scheme,LOS ANGELES - A Los Angeles-area physician whose referrals led to more than $1.7 million in fraudulent Medicare billings was sentenced this afternoon to 24 months in federal prison for his role in a conspiracy to defraud Medicare related to medically unnecessary power wheelchairs and other durable medical equipment. ,https://www.justice.gov/usao/cac/Pressroom/2014/159.html
19,Criminal and Civil Enforcement,"December 8, 2014",U.S. Department of Justice,,0,OtisMed Corporation and Former CEO Plead Guilty to Distributing FDA-Rejected Cutting Guides for Knee Replacement Surgeries,"OtisMed Corp. and its former chief executive officer (CEO) admitted today to intentionally distributing knee replacement surgery cutting guides after their application for marketing clearance had been rejected by the Food and Drug Administration (FDA), and the corporation agreed to pay more than $80 million to resolve its related criminal and civil liability, the Justice Department announced today.",https://www.justice.gov/opa/pr/otismed-corporation-and-former-ceo-plead-guilty-distributing-fda-rejected-cutting-guides-knee
20,Criminal and Civil Enforcement,"December 8, 2014",U.S. Department of Justice,,0,Miami-Area Certified Nursing Assistant Sentenced to 150 Months in Prison for Role in $200 Million Medicare Fraud Scheme,"A Miami licensed nursing assistant was sentenced today to serve 150 months in prison for participating in a $200 million Medicare fraud scheme involving fraudulent billings by American Therapeutic Corporation (ATC), a mental health company headquartered in Miami.",https://www.justice.gov/opa/pr/miami-area-certified-nursing-assistant-sentenced-150-months-prison-role-200-million-medicare
21,Criminal and Civil Enforcement,"December 3, 2014",U.S. Department of Justice,,0,Rite Aid Corporation Pays $2.99 Million for Alleged Use of Gift Cards to Induce Medicare and Medicaid Business,"Rite Aid Corporation, a Delaware corporation and national retail drugstore chain with its principal place of business in Camp Hill, Pennsylvania, has paid the United States $2.99 million to resolve allegations that it violated the False Claims Act by inappropriately using gift cards as inducements, the Department of Justice announced today.",https://www.justice.gov/opa/pr/rite-aid-corporation-pays-299-million-alleged-use-gift-cards-induce-medicare-and-medicaid
22,Criminal and Civil Enforcement,"December 3, 2014",U.S. Department of Justice,,1,Owners of Orlando Health Care Clinic Charged with $3 Million Medicare Fraud Scheme,Charges have been unsealed against husband and wife owners of an Orlando health care clinic for their roles in a fraud scheme that resulted in the submission of more than $3 million in allegedly fraudulent claims to Medicare.,https://www.justice.gov/opa/pr/owners-orlando-health-care-clinic-charged-3-million-medicare-fraud-scheme
23,Criminal and Civil Enforcement,"December 3, 2014",U.S. Attorney,Southern District of New York,0,Ten Defendants Charged In $70 Million Scheme To Defraud Medicaid And Medicare Through Medical Clinics In Brooklyn And Queens,"Preet Bharara, the United States Attorney for the Southern District of New York, George Venizelos, the Assistant Director-in-Charge of the New York Office of the Federal Bureau of Investigation (""FBI""), William J. Bratton, Commissioner of the New York City Police Department (""NYPD), and Thomas O'Donnell, the Special Agent-in-Charge of the New York Office of the Department of Health and Human Services, announced today the unsealing of an indictment charging ten defendants with operating a massive health care fraud scheme through three medical clinics in Brooklyn and Queens through which the defendants submitted over $70 million in fraudulent claims to Medicaid and Medicare.",https://www.justice.gov/usao/nys/pressreleases/December14/LipkinVictorEtAlIndictmentPR.php
24,Criminal and Civil Enforcement,"December 3, 2014",U.S. Attorney,District of Massachusetts,0,Owner of Nursing Agency Convicted of Multi-Million Dollar Fraud and Money Laundering Scheme,"BOSTON - After deliberating for less than four hours, a federal jury convicted the owner of a home nursing agency for fraudulently billing millions of dollars of services to Medicare and then laundering the proceeds. The jury also decided that the defendant's $750,000 home in Natick is forfeitable because it was purchased with the fraud proceeds.",https://www.justice.gov/usao/ma/news/2014/December/GalatisMichaelconvictedPR.html
25,Criminal and Civil Enforcement,"December 2, 2014",U.S. Department of Justice,,0,Principal in $28.3 Million Medicare Fraud Scheme Sentenced to 11 Years in Prison,A Florida owner and operator of multiple physical therapy rehabilitation facilities was sentenced in federal court in Tampa today to serve 11 years in prison for his role in organizing a $28.3 million Medicare fraud scheme involving physical and occupational therapy services.,https://www.justice.gov/opa/pr/principal-283-million-medicare-fraud-scheme-sentenced-11-years-prison
26,Criminal and Civil Enforcement,"December 2, 2014",U.S. Attorney,Eastern District of New York,0,"""No-Show"" Doctor Pleads Guilty In Connection With $13 Million Health Care Fraud Scheme","BROOKLYN, NY - Connecticut resident Dr. Okon Umana, 67, pleaded guilty today in federal court in the Eastern District of New York to conspiring to defraud the United States in connection with his role as a ""no show"" doctor in a $13 million health care fraud scheme. Dr. Umana is the last of nine defendants charged to plead guilty in connection with the scheme at the Cropsey Medical Care PLLC clinic in Bensonhurst, Brooklyn.",https://www.justice.gov/usao/nye/pr/December14/2014Dec01.php
27,Criminal and Civil Enforcement,"December 2, 2014",U.S. Attorney,Southern District of Georgia,0,"Serenity Hospice To Pay Over $581,000 To Resolve False Claims Act Litigation","Savannah, GA: Serenity Hospice Care, LLC of Dublin, Georgia, along with an affiliate corporation, has agreed to pay the United States a total of $581,504.46 to settle allegations that it submitted or caused the submission of false claims to the Medicare program for certain patients who were not eligible for hospice under Medicare regulations.  The Medicare hospice benefit is available to patients who elect palliative care (care designed to relieve the pain, symptoms, or stress of terminal illness) instead of curative care (care designed to cure an illness or condition), and who have a life expectancy of six months or less if their illness runs its normal course. ",https://www.justice.gov/usao/gas/press_releases/2014/20141202_Serenity.html
28,Criminal and Civil Enforcement,"December 1, 2014",U.S. Department of Justice,,0,Government Settles False Claims Act Allegations Against Oxygen and Sleep Therapy Company,"North Atlantic Medical Services Inc. (NAMS), doing business as Regional Home Care Inc., has agreed to pay $852,378 to resolve allegations that it violated the False Claims Act by submitting claims to Medicare and Medicaid for respiratory therapy services provided by unlicensed personnel, the Department of Justice announced today.  NAMS is a medical device company based in Massachusetts that provides equipment and services for the treatment of respiratory ailments, such as oxygen deficiency and sleep apnea.  ",https://www.justice.gov/opa/pr/government-settles-false-claims-act-allegations-against-oxygen-and-sleep-therapy-company
29,Criminal and Civil Enforcement,"November 26, 2014",U.S. Attorney,District of Montana,0,"Rexford Respiratory Therapist Sentenced To 12 Months And One Day For $1.4 Million Medicaid Fraud And $200,000 Tax Fraud","MISSOULA - A respiratory therapist from Rexford, Montana has been sentenced to 12 months and one day for defrauding Medicaid of over $1.4 million and filing tax returns that failed to report her correct income resulting in a tax loss of over $200,000. Anna Sue Tope, 67, was the vice president of Eagle Calf Technical Corporation (Eagle Calf), a company providing medical equipment and services on the Blackfeet Indian Reservation. Eagle Calf's clients in the Browning area are generally low-income patients eligible for Medicaid.",https://www.justice.gov/usao/mt/pressreleases/20141126_Tope.html
30,Criminal and Civil Enforcement,"November 26, 2014",U.S. Attorney,Southern District of Florida,1,Miami Home Health Agency Owner and Operator Pleads Guilty for Role in Multiple Medicare Fraud Schemes,"An owner and operator of a Miami home health care agency pleaded guilty today in connection with a long-running $6.2 million Medicare fraud scheme involving Professional Medical Home Health LLC (Professional Home Health), and similar schemes at two other Miami home health care agencies.",https://www.justice.gov/usao/fls/PressReleases/141126-01.html
31,Criminal and Civil Enforcement,"November 25, 2014",U.S. Department of Justice,,0,United States Files False Claims Act Lawsuit Against Las Vegas Hospice and Related Entities for Billing Medicare and Medicaid for Ineligible Patients,"The United States has filed suit against Creekside Hospice II LLC, Skilled Healthcare Group Inc. (SKG), its holding company, and Skilled Healthcare LLC (SKH), an administrative services subsidiary of SKG that operates Creekside (collectively the Creekside entities), alleging that these entities knowingly submitted ineligible claims for hospice services and inflated claims for patient visits to government health care programs, the Justice Department announced today. ",https://www.justice.gov/opa/pr/united-states-files-false-claims-act-lawsuit-against-las-vegas-hospice-and-related-entities
32,Criminal and Civil Enforcement,"November 25, 2014",U.S. Attorney,Northern District of Texas,0,"Former Parkland Hospital Employee Admits Stealing Patient Information to Market his Home Health Agency in Garland, Texas","DALLAS - A former employee at Parkland Hospital in Dallas appeared in federal court this morning and pleaded guilty, before U.S. Magistrate Judge Renée Harris Toliver, to a federal felony offense stemming from his theft of patient information from the hospital, announced U.S. Attorney Sarah R. Saldaña",https://www.justice.gov/usao/txn/PressRelease/2014/NOV2014/NOV25Mathew_plea.html
33,Criminal and Civil Enforcement,"November 24, 2014",U.S. Attorney,Eastern District of Michigan,0,Oakland County Brain and Spine Doctor Charged in Health Care Fraud Scheme,"A Bloomfield Hills doctor was arrested this morning and charged in a criminal complaint for his role in a health care fraud scheme for improperly performing lumbar spinal fusions, announced United States Attorney Barbara L. McQuade.",https://www.fbi.gov/detroit/press-releases/2014/oakland-county-brain-and-spine-doctor-charged-in-health-care-fraud-scheme
34,Criminal and Civil Enforcement,"November 21, 2014",U.S. Attorney,Middle District of Pennsylvania,0,Former Williamsport Resident Indicted For Health Care Fraud,"The United States Attorney's Office for the Middle District of Pennsylvania announced today that a Beverly Hannibal, age 48, formerly of Williamsport, but now lives in Lancaster, was indicted by a federal grand jury in Williamsport on November 13, 2014 for health care fraud in connection with a Medicaid program.",https://www.justice.gov/usao/pam/news/2014/Hannibal_11_21_14.html
35,Criminal and Civil Enforcement,"November 21, 2014",U.S. Attorney,Middle District of Florida,0,Eight Individuals Charged With Stealing Federal Benefits As Part Of Operation November Rain,"Tampa, Florida - United States Attorney A. Lee Bentley, III announces the filing of federal charges against individuals in eight separate cases.  These individuals have been charged with stealing $767,949 in federal benefits to which they were not entitled. The penalty for stealing federal benefits or making false statements is up to 10 years in federal prison per count. These Middle District of Florida cases arose out of Operation November Rain, an operation initiated and overseen by the Social Security Administration - Office of Inspector General with assistance from multiple other federal and local law enforcement agencies.",https://www.justice.gov/usao/flm/press/2014/Nov/20141121_November%20Rain.html
36,Criminal and Civil Enforcement,"November 21, 2014",U.S. Attorney,Southern District of Florida,0,"Government Intervenes in Lawsuit Against Donald C. Proctor, Jr., M.D. Alleging Unnecessary Mohs Surgeries and Related Procedures","The United States has intervened in a whistleblower lawsuit against Donald C. Proctor, Jr., M.D., an otolaryngologist practicing in Vero Beach, Florida, and Grove Place Surgery Center, LLC, an ambulatory surgical center managed by Dr. Proctor, that is located in Vero Beach, Florida.",https://www.justice.gov/usao/fls/PressReleases/141121-01.html
37,Criminal and Civil Enforcement,"November 19, 2014",U.S. Attorney,Central District of California,0,San Fernando Valley Doctor Resolves Lawsuit that Alleged Fraudulent and Improper Pain Management Billing Practices,"SANTA ANA, California - A doctor who operates a pain management clinic in Valencia has agreed to pay $1.2 million to resolve allegations that he submitted fraudulent bills and received improper payments from federal and state health insurance programs.",https://www.justice.gov/usao/cac/Pressroom/2014/153.html
38,Criminal and Civil Enforcement,"November 19, 2014",U.S. Attorney,Western District of Oklahoma,0,"Hospice Company Owner Found Guilty of Committing Medicare Fraud, Conspiracy, Obstruction of Federal Audit, and Making False Statements","Oklahoma City, Oklahoma - A federal jury in Oklahoma City found PAULA KLUDING, 39, from Chandler, Oklahoma, the owner of Prairie View Hospice, Inc., an Oklahoma corporation located in Chandler, guilty on 39 separate counts relating to Medicare fraud, conspiracy, obstruction of a federal audit, and making false statements in health care matter, announced Sanford C. Coats, United States Attorney for the Western District of Oklahoma.",https://www.justice.gov/usao/okw/news/2014/2014_11_19_2.html
39,Criminal and Civil Enforcement,"November 19, 2014",U.S. Attorney,Southern District of Florida,1,"Eleven Individuals Charged for Their Role in Medicare and Medicaid Fraud Scheme Executed in Florida, Nicaragua, and the Dominican Republic","Eight residents of Miami-Dade County and three residents of Nicaragua have been charged for their alleged participation in a $25.2 million Medicare, Medicaid, and wire fraud scheme.",https://www.justice.gov/usao/fls/PressReleases/141119-02.html
40,Criminal and Civil Enforcement,"November 19, 2014",U.S. Attorney,Northern District of Georgia,0,Medical Clinic Owners Indicted for Medicare and Medicaid Fraud,ATLANTA - Miguel Angel Hernandez and Maria del Pilar Moreira have been indicted on charges of conspiracy and healthcare fraud for filing fraudulent claims with Medicare and the Georgia Medicaid program. ,https://www.justice.gov/usao/gan/press/2014/11-19-14.html
41,Criminal and Civil Enforcement,"November 19, 2014",U.S. Attorney,Northern District of Georgia,0,Corporate Vice President Sentenced for Healthcare Fraud Scheme,"ATLANTA - Daniel K. Lane, Jr. has been sentenced for conspiring to commit healthcare fraud by filing fraudulent claims with Medicare, Blue Cross Blue Shield, and other insurers.",https://www.justice.gov/usao/gan/press/2014/11-19-14b.html
42,Criminal and Civil Enforcement,"November 19, 2014",U.S. Attorney,Middle District of Pennsylvania,0,Wernersville Resident Charged With Health Care Fraud,"The United States Attorney for the Middle District of Pennsylvania, announced today that a criminal charge of health care fraud has been filed against Edward Evans of Wernersville, PA. ",https://www.justice.gov/usao/pam/news/2014/Evans_11_19_14.html
43,Criminal and Civil Enforcement,"November 18, 2014",U.S. Department of Justice,,0,Miami-Area Hospital Chief Operating Officer Pleads Guilty in $67 Million Mental Health Care Fraud Scheme,"The former chief operating officer of a Miami-area hospital pleaded guilty today for his role in a mental health care fraud scheme that resulted in the submission of more than $67 million in fraudulent claims to Medicare by a state-licensed psychiatric hospital located in Hollywood, Florida, that purported to offer both inpatient and outpatient mental health services. ",https://www.justice.gov/opa/pr/miami-area-hospital-chief-operating-officer-pleads-guilty-67-million-mental-health-care-fraud
44,Criminal and Civil Enforcement,"November 17, 2014",U.S. Attorney,Eastern District of Tennessee,0,Cleveland Doctor Pleads Guilty To Defrauding Medicare,"CHATTANOOGA, Tenn.- On Friday, Nov. 14, 2014, Dr. Raymond Sean Brown, 44, of McDonald, Tenn., pleaded guilty to using misbranded drugs with the intent to defraud Medicare. ",https://www.justice.gov/usao/tne/news/2014/November/111714A%20Brown%20Plea%20Misbranded%20Drugs.html
45,Criminal and Civil Enforcement,"November 17, 2014",U.S. Attorney,District of New Jersey,0,Doctor Admits Taking Bribes in Test-Referral Scheme with New Jersey Clinical Lab,"NEWARK, N.J. - A doctor with practices in Wall Township and Howell Township, New Jersey, today admitted accepting bribes in exchange for test referrals as part of a long-running scheme operated by Biodiagnostic Laboratory Services LLC (BLS), of Parsippany, New Jersey, its president and numerous associates, U.S. Attorney Paul J. Fishman announced. ","https://www.justice.gov/usao/nj/Press/files/DeLuca,%20Anthony%20Plea%20News%20Release.html"
46,Criminal and Civil Enforcement,"November 17, 2014",U.S. Attorney,Southern District of Illinois,0,Centralia Man Sentenced for Defrauding Taxpayers,"Stephen R. Wigginton, United States Attorney for the Southern District of Illinois, announced today that on Friday, November 14, 2014, Jody Ray Wooters, 46, of Centralia, Illinois, was sentenced in United States District Court in East St. Louis, Illinois on one count of Health Care Fraud. Wooters was sentenced to six months in federal prison, to be followed by three years of supervised release. Wooters was also ordered to pay $53,098.15 in restitution back to the State of Illinois and a $100 special assessment.",https://www.justice.gov/usao/ils/News/2014/Nov/11172014_Wooters%20Press%20Release.html
47,Criminal and Civil Enforcement,"November 14, 2014",U.S. Attorney,District of Idaho,0,Superseding Indictment Filed Against Boise Doctor Charged With Controlled Substance Delivery,"BOISE - A federal grand jury in Boise yesterday returned a superseding indictment against Michael Minas, 49, of Boise, Idaho, charging him with 112 counts of distributing a controlled substance, U.S. Attorney Wendy J. Olson announced.",https://www.justice.gov/usao/id/news/2014/nov/minas11142014.html
48,Criminal and Civil Enforcement,"November 14, 2014",U.S. Department of Justice,,1,Michigan Physician Pleads Guilty for Role in $19 Million Medicare Fraud Scheme,"A Detroit-area physician, who orchestrated the submission of fraudulent claims for physician home visits and directed fraudulent referrals for home health care by his employee physicians as part of a $19 million home health care fraud scheme, pleaded guilty today for his role in the conspiracy.",https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-role-19-million-medicare-fraud-scheme
49,Criminal and Civil Enforcement,"November 14, 2014",U.S. Department of Justice,,1,Two Arrested in Illegal Kickbacks Case Involving Clinical Laboratory Testing,"A Florida man who is already facing health care fraud and money laundering charges in federal court in Tampa was arrested again today, along with the owner of a health care marketing company, in an alleged illegal cash-for-patients kickback scheme involving clinical laboratory testing. ",https://www.justice.gov/opa/pr/two-arrested-illegal-kickbacks-case-involving-clinical-laboratory-testing
50,Criminal and Civil Enforcement,"November 14, 2014",U.S. Attorney,District of Maine,0,Massachusetts Man Sentenced to 1.5 Years in Prison for Failure to Pay Child Support and Drug Charge,"Portland, Maine: United States Attorney Thomas E. Delahanty II announced that Jay Dandreo, 53, of Lynn, Massachusetts, was sentenced yesterday in U.S. District Court by Judge Nancy Torresen to 18 months imprisonment and 5 years of supervised release for willfully failing to pay child support and possessing with the intent to manufacture or distribute marijuana. Dandreo was convicted of both charges on July 29, 2014, after a two-day jury trial. ",https://www.justice.gov/usao/me/news/20141114_dandreo_jay_sentenced.html
51,Criminal and Civil Enforcement,"November 14, 2014",U.S. Attorney,Middle District of Pennsylvania,0,Mt. Carmel Psychiatrist Charged With Health Care Fraud,"The United States Attorney's Office for the Middle District of Pennsylvania, announced today that charges have been filed against Andrew Newton, a resident of Harrisburg, Pennsylvania. ",https://www.justice.gov/usao/pam/news/2014/Newton_11_14_14.html
52,Criminal and Civil Enforcement,"November 13, 2014",U.S. Attorney,Eastern District of Texas,0,Former Shelby County Hospital CFO Guilty in EHR Incentive Case,"TYLER, Texas - The former Chief Financial Officer of Shelby Regional Medical Center has pleaded guilty to federal violations in the Eastern District of Texas, announced U.S. Attorney John M. Bales today. ",https://www.justice.gov/usao/txe/News/2014/edtx-hcf-white-111314.html
