,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
10,Criminal and Civil Enforcement,"December 13, 2016",U.S. Attorney,Eastern District of North Carolina,0,Pitt County Medicaid Biller Sentenced to 9 Years in Federal Prison for Participation in Medicaid Fraud Conspiracy,"WILMINGTON - The United States Attorney's Office for the Eastern District of North Carolina announced that yesterday in federal court, DONNIE LEE PHILLIPS, II, 37, of Greenville, North Carolina, was sentenced to 108 months in federal prison and 3 years of supervised release following his prior guilty plea to Health Care Fraud Conspiracy and Aggravated Identity Theft.  PHILLIPS was also ordered to make restitution of $5,722,364.09 to the victims of the offense, which included the North Carolina Medicaid program and a physician, whose name and identification number PHILLIPS and other conspirators used to commit the fraud.  PHILLIPS was further ordered to forfeit certain proceeds of the fraud, including a truck, boat, and boat trailer.",https://www.justice.gov/usao-ednc/pr/pitt-county-medicaid-biller-sentenced-9-years-federal-prison-participation-medicaid-0
11,Criminal and Civil Enforcement,"December 13, 2016",U.S. Attorney,District of New Jersey,0,New York Doctor Charged With Taking Bribes In Test-Referral Scheme With New Jersey Clinical Lab,"NEWARK, N.J. - An internal medicine doctor practicing in Staten Island, New York, was charged today with accepting bribes in exchange for test referrals as part of a long-running and elaborate scheme operated by Biodiagnostic Laboratory Services LLC (BLS), of Parsippany, New Jersey, its president and numerous associates, U.S. Attorney Paul J. Fishman announced.",https://www.justice.gov/usao-nj/pr/new-york-doctor-charged-taking-bribes-test-referral-scheme-new-jersey-clinical-lab-0
12,Criminal and Civil Enforcement,"December 13, 2016",U.S. Attorney,Eastern District of Texas,0,East Texas Laboratory Company and Owners Agree to $3.75 Million Payment for False Medicare Claims,"TYLER, Texas -  Elite Lab Services, LLC, along with its husband-and-wife owners Gerard and Suzanne Dengler, will pay the United States $3.75 million after billing Medicare for tens of thousands of miles that were never driven by Elite Lab's personnel, announced Acting United States Attorney Brit Featherston.",https://www.justice.gov/usao-edtx/pr/east-texas-laboratory-company-and-owners-agree-375-million-payment-false-medicare
13,Criminal and Civil Enforcement,"December 13, 2016",U.S. Attorney,District of Vermont,0,"Vermont Physician Pays $76,000 To The United States To Resolve Allegations Of False Claims Act Violations","The United States Attorney's Office for the District of Vermont announced today that physician Lynn E. Madsen, M.D., of Townshend, Vermont, has paid $76,000 to the United States to resolve allegations that she violated the federal False Claims Act, 31 U.S.C. � 3729, by knowingly presenting, or causing to be presented, false claims for payment to Medicare and Medicaid. The money will be divided between the federal Medicare, federal Medicaid, and Vermont Medicaid programs to which Dr. Madsen submitted the alleged false claims.",https://www.justice.gov/usao-vt/pr/vermont-physician-pays-76000-united-states-resolve-allegations-false-claims-act
14,Criminal and Civil Enforcement,"December 9, 2016",U.S. Department of Justice,,1,Unlicensed Michigan Physician Pleads Guilty to Conspiracy to Commit Wire Fraud for Role in $6.3 Million Detroit-Based Medicare Fraud Scheme,A Michigan man pleaded guilty to fraud charges for his role in a scheme to defraud Medicare out of approximately $6.3 million while he acted as an unlicensed physician at a Detroit in-home physician services company.,https://www.justice.gov/opa/pr/unlicensed-michigan-physician-pleads-guilty-conspiracy-commit-wire-fraud-role-63-million
15,Criminal and Civil Enforcement,"December 9, 2016",U.S. Attorney,Western District of Washington,0,Owner of Several 'Clean and Sober' Residential Facilities in Snohomish County Sentenced for Drug Trafficking,"The operator of a number of 'clean and sober' residential facilities in Snohomish County, Washington was sentenced today in U.S. District Court in Seattle to six years in prison and five years of supervised release for drug trafficking crimes, announced U.S. Attorney Annette L. Hayes.  TIMOTHY REHBERG, 50, of Everett was arrested on February 9, 2016, following an investigation that revealed he was dealing illegal drugs.  In a search of the office at the primary I.C. Clean People Recovery Housing, Incorporated facility in Everett, authorities located approximately one pound of crystal methamphetamine, a quarter pound of heroin, small quantities of marijuana, oxycodone and methadone, and a loaded .38 caliber revolver.  REHBERG pleaded guilty in September 2016 to possession of heroin and methamphetamine with intent to distribute and possession of a firearm in furtherance of a drug trafficking crime.  At the sentencing hearing U.S. District Judge Robert S. Lasnik said, ""there is no excuse for having that loaded firearm in the safe.""",https://www.justice.gov/usao-wdwa/pr/owner-several-clean-and-sober-residential-facilities-snohomish-county-sentenced-drug
16,Criminal and Civil Enforcement,"December 8, 2016",U.S. Attorney,District of Massachusetts,0,Pharmaceutical Executives Charged in Racketeering Scheme,"BOSTON - Several pharmaceutical executives and managers, formerly employed by Insys Therapeutics, Inc., were arrested today on charges that they led a nationwide conspiracy to bribe medical practitioners to unnecessarily prescribe a fentanyl-based pain medication and defraud healthcare insurers. ",https://www.justice.gov/usao-ma/pr/pharmaceutical-executives-charged-racketeering-scheme
17,Criminal and Civil Enforcement,"December 8, 2016",U.S. Attorney,Eastern District of Pennsylvania,0,Doctor Found Guilty Of Drug Distribution And Causing The Death Of A Patient,"PHILADELPHIA - Following a three-month jury trial, Jeffrey Bado, formerly a physician with two practices in the Philadelphia area, was convicted today in federal court of 308 felony counts, including two counts of maintaining a drug-involved premises, one count of drug distribution resulting in death, 269 counts of drug distribution, 33 counts of health care fraud, and two counts of making false statements to federal agents, announced United States Attorney Zane David Memeger.  Bado faces a twenty-year mandatory minimum sentence for the charge of drug distribution resulting in death, and up to twenty years in prison for each of the other drug distribution counts.",https://www.justice.gov/usao-edpa/pr/doctor-found-guilty-drug-distribution-and-causing-death-patient
18,Criminal and Civil Enforcement,"December 8, 2016",U.S. Attorney,Northern District of Ohio,0,Three sentenced to prison for $3 million fraud involving Cleveland home health company,"Three people were sentenced to prison for their roles in a $3 million conspiracy involving a home health service company with offices in Cleveland to defraud government insurance programs by billing for services not provided, law enforcement officials said.",https://www.justice.gov/usao-ndoh/pr/three-sentenced-prison-3-million-fraud-involving-cleveland-home-health-company
19,Criminal and Civil Enforcement,"December 7, 2016",U.S. Attorney,Southern District of Florida,0,South Miami Hospital Agrees to Pay the United States $12 Million to Settle False Claims Act Allegations,"South Miami Hospital, a not-for-profit regional hospital located in South Miami, Florida has agreed to pay the United States approximately $12 million to settle allegations that it violated the False Claims Act by submitting false claims to federal healthcare programs for medically unnecessary electrophysiology studies and other procedures allegedly performed by John R. Dylewski, M.D., at South Miami Hospital.",https://www.justice.gov/usao-sdfl/pr/south-miami-hospital-agrees-pay-united-states-12-million-settle-false-claims-act
20,Criminal and Civil Enforcement,"December 7, 2016",U.S. Attorney,Middle District of Florida,0,"United States Settles False Claims Act Allegations Against Orthopedic Surgery Practice For $4,488,000","Jacksonville, FL - United States Attorney A. Lee Bentley, III announces today that Southeast Orthopedic Specialists (SOS), a Jacksonville, Florida-based orthopedic medical group, has agreed to pay the government $4.488 million to resolve allegations that it violated the False Claims Act.",https://www.justice.gov/usao-mdfl/pr/united-states-settles-false-claims-act-allegations-against-orthopedic-surgery-practice
21,Criminal and Civil Enforcement,"December 7, 2016",U.S. Attorney,Northern District of Iowa,0,"Iowa Dental Clinic and Its Owners Agree to Pay More Than $300,000 To Resolve Allegations the Clinic Submitted Claims for Unnecessary Procedures or Procedures that Did Not Happen","Lifepoint Dental Group, LLC, and its owners, Aaron Blass, Angelina Blass, D.D.S., Mindy Richtsmeier, D.D.S., and Brad Richtsmeier, D.D.S., have agreed to pay more than $300,000 to settle allegations that they violated the False Claims Act by submitting claims for dental procedures, including scalings and root planings, that were either medically unnecessary or did not happen.  The government's allegations concern claims submitted by Lifepoint's Cedar Rapids location between April 1, 2015, and October 1, 2015. ",https://www.justice.gov/usao-ndia/pr/iowa-dental-clinic-and-its-owners-agree-pay-more-300000-resolve-allegations-clinic
22,Criminal and Civil Enforcement,"December 6, 2016",U.S. Attorney,District of New Jersey,0,Owner Of Parsippany-Based Diagnostic Testing Facility Sued For Submitting False Claims To Federal Health Care Programs,"NEWARK, N.J. - A Morris County, New Jersey, man and his diagnostic testing company are being sued by the government for knowingly submitting false claims to Medicare for thousands of diagnostic testing services he did not render, U.S. Attorney Paul J. Fishman announced today.",https://www.justice.gov/usao-nj/pr/owner-parsippany-based-diagnostic-testing-facility-sued-submitting-false-claims-federal
23,Criminal and Civil Enforcement,"December 6, 2016",U.S. Attorney,Eastern District of Pennsylvania,0,United States Settles With Eyeland Optical Centers Over Medicaid False Claims,"PHILADELPHIA - The United States announces that it has settled allegations under the False Claims Act with Eyeland Optical Centers, a chain of eye care centers in Pennsylvania.  The settlement resolves allegations that Eyeland had billed Medicaid for more than four lenses per year, in violation of Pennsylvania's Medicaid regulations, and retained those payments even once it became aware that it had done so.  Eyeland has agreed to pay $135,328.56 to resolve these claims.",https://www.justice.gov/usao-edpa/pr/united-states-settles-eyeland-optical-centers-over-medicaid-false-claims
24,Criminal and Civil Enforcement,"December 2, 2016",U.S. Attorney,Eastern District of Michigan,0,United States Settles Health Care Fraud Action Involving Allegations that Hospice Care Provider Paid for Referrals,"Vitas Health Corporation Midwest and related entities agreed to pay $200,000 to resolve allegations that they violated the False Claims Act and the Anti-Kickback Statute by paying Dr. Farid Fata for patient referrals to its hospice care services, announced U.S. Attorney Barbara L. McQuade. In an earlier unrelated criminal matter, Fata pleaded guilty to health care fraud, conspiracy to pay and receive kickbacks and promotional money laundering, and was sentenced to a term of 45 years in prison.",https://www.justice.gov/usao-edmi/pr/united-states-settles-health-care-fraud-action-involving-allegations-hospice-care
25,Criminal and Civil Enforcement,"December 1, 2016",U.S. Attorney,District of New Jersey,0,"Ocean County, New Jersey, Woman Admits Role In $1 Million Medicare Fraud That Deceived Seniors Into Unnessesary DNA Tests","TRENTON, N.J. - A Point Pleasant, New Jersey, woman today admitted that she wrongfully accessed protected health information and paid kickbacks to healthcare professionals on behalf of a $1 million Medicare fraud scheme involving the purported non-profit The Good Samaritans of America, U.S. Attorney Paul J. Fishman announced.",https://www.justice.gov/usao-nj/pr/ocean-county-new-jersey-woman-admits-role-1-million-medicare-fraud-deceived-seniors
26,Criminal and Civil Enforcement,"December 1, 2016",U.S. Attorney,Western District of Virginia,0,Three Indicted on Healthcare Fraud Charges,"ABINGDON, VIRGINIA - A federal grand jury, sitting in the United States District Court for the Western District of Virginia in Abingdon, has indicted three individuals with healthcare fraud charges, United States Attorney John P. Fishwick Jr. and Virginia Attorney General Mark R. Herring announced today.",https://www.justice.gov/usao-wdva/pr/three-indicted-healthcare-fraud-charges
27,Criminal and Civil Enforcement,"December 1, 2016",U.S. Attorney,Northern District of Texas,0,Former Executive with Non-Profit that Provides Head Start Services in Dallas Admits to Embezzlement Scheme,"DALLAS - Evetta Galloway Griffin, 49, of Grand Prairie appeared this morning before U.S. District Judge Jane J. Boyle and pleaded guilty to theft or bribery concerning programs receiving Federal funds.  U.S. Attorney John Parker of the Northern District of Texas made today's announcement.",https://www.justice.gov/usao-ndtx/pr/former-executive-non-profit-provides-head-start-services-dallas-admits-embezzlement
28,Criminal and Civil Enforcement,"November 30, 2016",U.S. Attorney,District of Maryland,0,Baltimore Man Sentenced to Over 31 Years in Federal Prison for Extortion Related to a Murder,"Baltimore, Maryland -Matthew Hightower, age 34, of Baltimore, was sentenced today to 380 months in prison, followed by five years of supervised release, for collection of a debt by extortionate means, and use of interstate facilities for extortion resulting in death in connection with the murder of victim David Wutoh.  Hightower was convicted by a federal jury on September 22, 2016, after a seven-day trial.",https://www.justice.gov/usao-md/pr/baltimore-man-sentenced-over-31-years-federal-prison-extortion-related-murder
29,Criminal and Civil Enforcement,"November 29, 2016",U.S. Attorney,Northern District of Texas,0,Five Affiliated with Physician Home Visit and Health Care Companies in Dallas Plead Guilty in Health Care Fraud Conspiracy,"DALLAS - A Dallas woman who was among those charged last year as part of a nationwide sweep led by the Medicare Fraud Strike Force for her alleged participation in Medicare fraud schemes pleaded guilty today, announced U.S. Attorney John Parker of the Northern District of Texas.",https://www.justice.gov/usao-ndtx/pr/five-affiliated-physician-home-visit-and-health-care-companies-dallas-plead-guilty
30,Criminal and Civil Enforcement,"November 29, 2016",U.S. Attorney,District of Maryland,0,Assisted Living Facility Manager Pleads Guilty to Stealing Elderly Residents' Identities to Obtain Credit Cards,"Baltimore, Maryland -Salah Eldean Sood, age 35, of Lutherville, Maryland, pleaded guilty late on November 28, 2016, to bank fraud and aggravated identity theft, arising from a scheme to open credit card accounts using the stolen identity information of elderly persons who were in Sood's care at Holland Manor Eldercare, an assisted living facility in Towson, Maryland.",https://www.justice.gov/usao-md/pr/assisted-living-facility-manager-pleads-guilty-stealing-elderly-residents-identities
31,Criminal and Civil Enforcement,"November 29, 2016",U.S. Attorney,Southern District of New York,0,"Pharmacist Sentenced To 4 Years For Illegally Distributing Approximately 100,000 Oxycodone Tablets, Medicare Fraud, And Money Laundering","Preet Bharara, the United States Attorney for the Southern District of New York, announced that LILIAN JAKACKI, a/k/a/ ""Lilian Wieckowski,"" was sentenced today by U.S. District Judge Jed Rakoff to four years in prison for illegally distributing 100,000 tablets of oxycodone, Medicare fraud, and money laundering.  JAKACKI pled guilty on July 28, 2016, before Judge Rakoff.",https://www.justice.gov/usao-sdny/pr/pharmacist-sentenced-4-years-illegally-distributing-approximately-100000-oxycodone
32,Criminal and Civil Enforcement,"November 23, 2016",U.S. Attorney,Northern District of Georgia,0,Pain Management Physician Resolves False Claims Act Allegations,"ATLANTA - The U.S. Attorney's Office for the Northern District of Georgia announced that pain management physician Dr. Anthony Clavo has agreed to the entry of a consent judgment for $430,000 plus interest to resolve allegations that he violated the False Claims Act by billing Medicare, Medicaid, and TRICARE for medically unnecessary services.  The federal government's portion of the consent judgment is $322,407, and the State of Georgia's portion is $107,593. ",https://www.justice.gov/usao-ndga/pr/pain-management-physician-resolves-false-claims-act-allegations
33,Criminal and Civil Enforcement,"November 22, 2016",U.S. Attorney,District of Massachusetts,0,CleanSlate Addiction Treatment Centers Settle Allegations of Unlicensed Prescribing and Improper Billing,"BOSTON - The U.S. Attorney's Office reached a $750,000 civil settlement yesterday with CleanSlate Centers, Inc. and Total Wellness Centers, LLC d/b/a CleanSlate, to resolve allegations that the two companies, which together operate opioid addiction treatment centers in Massachusetts and other states, improperly prescribed buprenorphine (Suboxone�) for opioid addiction treatment and improperly billed Medicare.",https://www.justice.gov/usao-ma/pr/cleanslate-addiction-treatment-centers-settle-allegations-unlicensed-prescribing-and
34,Criminal and Civil Enforcement,"November 22, 2016",U.S. Attorney,District of Maryland,0,Owner of Medical Equipment Provider Pleads Guilty to Collecting a Debt by Extortion and to Health Care Fraud Conspiracy,"Baltimore, Maryland -Harry Crawford, age 56, of Baltimore, Maryland, pleaded guilty today to collection of a debt by extortionate means from victim David Wutoh. Co-defendant Matthew Hightower, age 34, also of Baltimore, was convicted of extortion and the murder of David Wutoh on September 22, 2016, after a seven-day trial.",https://www.justice.gov/usao-md/pr/owner-medical-equipment-provider-pleads-guilty-collecting-debt-extortion-and-health-care
35,Criminal and Civil Enforcement,"November 18, 2016",U.S. Attorney,Southern District of Florida,0,"Former Owner of Miami Based Pharmacy Convicted at Trial of $700,000 Medicare Fraud Scheme","The former owner of a Miami based retail pharmacy was convicted, following a three-day trial, for his participation in a scheme that involved the fraudulent submission of approximately $700,000 dollars in false billing to Medicare.",https://www.justice.gov/usao-sdfl/pr/former-owner-miami-based-pharmacy-convicted-trial-700000-medicare-fraud-scheme
36,Criminal and Civil Enforcement,"November 18, 2016",U.S. Attorney,Middle District of Florida,0,Palm Harbor Oncologist Convicted Of Buying Unapproved Cancer Medications From Foreign Sources And Defrauding Medicare,"Tampa, Florida - United States Attorney A. Lee Bentley, III announces that a federal jury today found D. Anda Norbergs (61, Palm Harbor) guilty of 17 counts of receipt and delivery of misbranded drugs, 12 counts of smuggling goods into the United States, 11 counts of health care fraud, and 5 counts of mail fraud. She faces a maximum penalty of 20 years in federal prison for each mail fraud and smuggling offense, 10 years' imprisonment for each health care fraud count, and 3 years for each count of receipt and delivery of misbranded drugs. Her sentencing hearing is scheduled for February 16, 2017.",https://www.justice.gov/usao-mdfl/pr/palm-harbor-oncologist-convicted-buying-unapproved-cancer-medications-foreign-sources
37,Criminal and Civil Enforcement,"November 18, 2016",U.S. Attorney,Central District of California,0,Medical Doctor Convicted of Federal 'Structuring' Charges for Making Cash Deposits to Avoid Federal Reporting Requirements,"LOS ANGELES - A Los Angeles doctor has been convicted of federal ""structuring"" charges for making cash deposits totaling nearly a half million dollars that were designed to circumvent federal reporting requirements.",https://www.justice.gov/usao-cdca/pr/medical-doctor-convicted-federal-structuring-charges-making-cash-deposits-avoid-federal
38,Criminal and Civil Enforcement,"November 16, 2016",U.S. Attorney,Eastern District of New York,0,"Long Island Radiology Company, Zwanger-Pesiri Inc., Pleads Guilty To Federal Health Care Fraud Charges And Agrees To Pay $2.4 Million In Criminal Forfeiture","Earlier today, at the federal courthouse in Central Islip, New York, Zwanger-Pesiri Inc., a Long Island radiology company, pleaded guilty to two counts of health care fraud for illegally performing and billing for procedures that had not been ordered by treating physicians.  After accepting the guilty plea, United States District Court Judge Joanna Seybert approved a settlement with the United States and the State of New York in which Zwanger-Pesiri agreed to forfeit $2.4 million in the criminal case and pay $8,153,727 million to resolve civil liability arising from its fraudulent practices.",https://www.justice.gov/usao-edny/pr/long-island-radiology-company-zwanger-pesiri-inc-pleads-guilty-federal-health-care
39,Criminal and Civil Enforcement,"November 16, 2016",U.S. Attorney,Western District of New York,0,Buffalo Man Indicted For Distributing Fentanyl Which Resulted In Death,"BUFFALO, N.Y.-Acting U.S. Attorney James P. Kennedy, Jr. announced today that a federal grand jury has returned an indictment charging Carlique DeBerry, 38, of Buffalo, NY, with distribution of fentanyl causing death and possession with intent to distribute fentanyl. The charges carry a mandatory minimum penalty of 20 years in prison, a maximum of life and a $1,000,000 fine.",https://www.justice.gov/usao-wdny/pr/buffalo-man-indicted-distributing-fentanyl-which-resulted-death
40,Criminal and Civil Enforcement,"November 16, 2016",U.S. Attorney,District of Maryland,0,Bowie Man Pleads Guilty to Misusing a Social Security Number to Fraudulently Obtain a Medical License,"Greenbelt, Maryland - Oluwafemi Charles Igberase, a/k/a Charles John Nosa Akoda, age 54, of Bowie, Maryland, pleaded guilty on November 15, 2016, to misusing a Social Security Account number to fraudulently obtain a medical license in Maryland.",https://www.justice.gov/usao-md/pr/bowie-man-pleads-guilty-misusing-social-security-number-fraudulently-obtain-medical
41,Criminal and Civil Enforcement,"November 15, 2016",U.S. Attorney,Middle District of Florida,0,"Lemon Bay Drugs North And Brooksville Drugs Agree To Pay $750,000 To Resolve False Claims Act Allegations","Fort Myers, FL - United States Attorney A. Lee Bentley, III announces that Lemon Bay Drugs North, Inc. and Brooksville Drugs, Inc. have agreed to pay a total of $750,000 to the government to resolve allegations that the pharmacies violated the False Claims Act by causing claims to be submitted to federal health care programs for prescription drugs that were never dispensed.",https://www.justice.gov/usao-mdfl/pr/lemon-bay-drugs-north-and-brooksville-drugs-agree-pay-750000-resolve-false-claims-act
42,Criminal and Civil Enforcement,"November 15, 2016",U.S. Attorney,District of New Jersey,0,New Jersey Cardiac Monitoring Company Agrees To Pay Over $1.35 Million To Resolve Claims It Paid Illegal Kickbacks To Physicians,"NEWARK, N.J. - MedNet Inc., a Ewing, New Jersey-based remote cardiac monitoring company and a subsidiary of BioTelemetry Inc., has agreed to pay more than $1.35 million to resolve allegations that it paid kickbacks to induce physicians to use the company's cardiac monitoring services, U.S. Attorney Paul J. Fishman announced today.",https://www.justice.gov/usao-nj/pr/new-jersey-cardiac-monitoring-company-agrees-pay-over-135-million-resolve-claims-it-paid
43,Criminal and Civil Enforcement,"November 11, 2016",U.S. Department of Justice,,0,Jury Convicts Home Health Agency Owner in $13 Million Medicare Fraud Conspiracy,A federal jury in the Southern District of Texas convicted a Houston-based home-health agency owner for her role in a $13 million Medicare fraud scheme and money laundering.,https://www.justice.gov/opa/pr/jury-convicts-home-health-agency-owner-13-million-medicare-fraud-conspiracy
44,Criminal and Civil Enforcement,"November 8, 2016",U.S. Department of Justice,,1,"Mother Sentenced to 120 Months in Prison, Son Sentenced to 30 Months in Prison for Involvement in $9.5 Million Pharmacy Fraud","A mother and son based in Miami were sentenced today to 120 months and 30 months in prison, respectively, for their roles in spearheading a $9.5 million health care fraud conspiracy that targeted Medicare Part D.",https://www.justice.gov/opa/pr/mother-sentenced-120-months-prison-son-sentenced-30-months-prison-involvement-95-million
45,Criminal and Civil Enforcement,"November 8, 2016", U.S. Attorney,Central District of Illinois,0,"Springfield Psychiatrist Ordered to Pay $908,000 in Civil Settlement","SPRINGFIELD, Ill. -  U.S. District Judge Sue E. Myerscough has entered judgment in favor of the government and against a Springfield psychiatrist, Duttala Obul Reddy, for $908,000, to settle allegations of false billing, as announced by U.S. Attorney Jim Lewis.",https://www.justice.gov/usao-cdil/pr/springfield-psychiatrist-ordered-pay-908000-civil-settlement
46,Criminal and Civil Enforcement,"November 7, 2016",U.S. Department of Justice,,0,Detroit-Area Home Health Care Agency Co-Owner Sentenced to 96 Months in Prison for $33 Million Medicare Fraud Scheme,The co-owner of a Detroit home health care company was sentenced today to 96 months in prison for his role in a Medicare fraud scheme that caused approximately $33 million in losses.,https://www.justice.gov/opa/pr/detroit-area-home-health-care-agency-co-owner-sentenced-96-months-prison-33-million-medicare
47,Criminal and Civil Enforcement,"November 7, 2016",U.S. Department of Justice,,0,Medical Device Maker Biocompatibles Pleads Guilty to Misbranding and Agrees to Pay $36 Million to Resolve Criminal Liability and False Claims Act Allegations,"Pennsylvania-based medical device manufacturer Biocompatibles Inc., a subsidiary of BTG plc, pleaded guilty today to misbranding its embolic device LC Bead and will pay more than $36 million to resolve criminal and civil liability arising out of its illegal conduct, the Justice Department announced today. LC Bead is used to treat liver cancer, among other diseases.",https://www.justice.gov/opa/pr/medical-device-maker-biocompatibles-pleads-guilty-misbranding-and-agrees-pay-36-million
48,Criminal and Civil Enforcement,"November 7, 2016",U.S. Attorney,Western District of Virginia,0,Vinton Man Pleads Guilty to Federal Fraud Charge,"ROANOKE, VIRGINIA - United States Attorney John P. Fishwick Jr. announced the guilty plea today of a man who was previously charged with stealing funds from the Social Security Administration.",https://www.justice.gov/usao-wdva/pr/vinton-man-pleads-guilty-federal-fraud-charge
49,Criminal and Civil Enforcement,"Novemer 3, 2016",U.S. Attorney,Western District of Missouri,0,"Former Dental Clinic Owners Indicted for $1 Million Health Care, Payroll Tax Fraud","SPRINGFIELD, Mo. - Tammy Dickinson, United States Attorney for the Western District of Missouri, announced today that Marshfield, Mo., husband and wife have been indicted by a federal grand jury for their roles in health care fraud and payroll tax fraud schemes that totaled more than $1 million.",https://www.justice.gov/usao-wdmo/pr/former-dental-clinic-owners-indicted-1-million-health-care-payroll-tax-fraud
