,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
11,Criminal and Civil Enforcement,"December 14, 2018",U.S. Attorney,District of Montana,0,Browning woman admits embezzlement of Blackfeet Tribe's Head Start program,"GREAT FALLS-Browning resident Denise L. Sharp, 60, who worked for the Blackfeet Tribe's Head Start Program, admitted in federal court on Tuesday to stealing money through an overall scheme involving others in which an estimated $232,000 was fraudulently claimed as overtime pay, U.S. Attorney Kurt G. Alme said.",https://www.justice.gov/usao-mt/pr/browning-woman-admits-embezzlement-blackfeet-tribe-s-head-start-program
12,Criminal and Civil Enforcement,"December 14, 2018",U.S. Attorney,Middle District of Tennessee,0,"45-Count Indictment Charges Clarksville, Tennessee Physician With Massive Opioid Distribution and Healthcare Fraud Scheme","NASHVILLE, Tenn. - December 14, 2018 - A 45-count federal indictment was unsealed yesterday, charging Dr. Samson Orusa, 56, of Clarksville, Tennessee with maintaining a drug-involved premises; 22 counts of unlawful distribution of a controlled substance outside the bounds of professional medical practice; 13 counts of healthcare fraud; and nine counts of money laundering, announced U.S. Attorney Don Cochran for the Middle District of Tennessee.",https://www.justice.gov/usao-mdtn/pr/45-count-indictment-charges-clarksville-tennessee-physician-massive-opioid-distribution
13,Criminal and Civil Enforcement,"December 13, 2018",U.S. Attorney,District of Connecticut,0,Bridgeport Woman Admits Role in Medicaid Fraud Scheme,"John H. Durham, United States Attorney for the District of Connecticut, announced that TOSHIREA JACKSON, 49, of Bridgeport, waived her right to be indicted and pleaded guilty today before U.S. District Judge Victor A. Bolden in Bridgeport to one count of health care fraud.",https://www.justice.gov/usao-ct/pr/bridgeport-woman-admits-role-medicaid-fraud-scheme
14,Criminal and Civil Enforcement,"December 13, 2018",U.S. Attorney,Eastern District of Pennsylvania,0,Hospice Care Provider Pays Nearly $6 Million to Resolve False Claims Act Allegations,"PHILADELPHIA - U.S. Attorney William M. McSwain announced today that SouthernCare, Inc., a hospice care provider, has agreed to pay $5,863,426 to the federal government to resolve allegations that the company violated the False Claims Act by submitting claims to Medicare for hospice care that was medically unnecessary or lacked documentation.",https://www.justice.gov/usao-edpa/pr/hospice-care-provider-pays-nearly-6-million-resolve-false-claims-act-allegations
15,Criminal and Civil Enforcement,"December 11, 2018",U.S. Department of Justice,,0,Government Intervenes in False Claims Act Lawsuit Against Sutter Health and Palo Alto Medical Foundation for Mischarging the Medicare Advantage Program,"The United States has intervened in a complaint against Sutter Health LLC, a California-based healthcare services provider, and an affiliated entity, Palo Alto Medical Foundation, (collectively ""Sutter"") that alleges that Sutter violated the False Claims Act by submitting inaccurate information about the health status of beneficiaries enrolled in Medicare Advantage Plans, the Justice Department announced today.  Sutter Health is headquartered in Sacramento, California. ",https://www.justice.gov/opa/pr/government-intervenes-false-claims-act-lawsuit-against-sutter-health-and-palo-alto-medical
16,Criminal and Civil Enforcement,"December 11, 2018",U.S. Attorney,Northern District of New York,0,"Audiology Practice with Locations Throughout Central New York to Pay More Than $566,000 to Settle False Claims Act Claims","ALBANY, NEW YORK - Oviatt Hearing and Balance, LLC (Oviatt), which operates audiology practices in Syracuse, Camillus, Manlius, and Oswego, New York, has agreed to pay $566,263.08 to resolve allegations that it violated the False Claims Act by falsely billing the federal government for services rendered by unlicensed individuals and by inappropriately providing gift cards and other inducements to Medicare and TRICARE beneficiaries.  The announcement was made by United States Attorney Grant C. Jaquith and Scott J. Lampert, Special Agent in Charge of the U.S. Department of Health and Human Services, Office of Inspector General's New York Region (HHS-OIG).",https://www.justice.gov/usao-ndny/pr/audiology-practice-locations-throughout-central-new-york-pay-more-566000-settle-false
17,Criminal and Civil Enforcement,"December 11, 2018",U.S. Attorney,District of Maine,0,Rockport Man Pleads Guilty to Health Care Fraud and Embezzlement,"Portland, Maine:  United States Attorney Halsey B. Frank announced that Michael A. Morrison, 42, of Rockland, Maine, pleaded guilty in U.S. District Court to health care fraud and embezzlement from a health care benefit program. ",https://www.justice.gov/usao-me/pr/rockport-man-pleads-guilty-health-care-fraud-and-embezzlement
18,Criminal and Civil Enforcement,"December 11, 2018",U.S. Attorney,District of Nevada,0,Nevada Pain Management Doctor Pleads Guilty To Unlawful Distribution Of Opioids,"LAS VEGAS, Nev. - A Las Vegas pain management doctor pleaded guilty Monday in federal court for unlawfully prescribing opioids, announced U.S. Attorney Dayle Elieson of the District of Nevada.",https://www.justice.gov/usao-nv/pr/nevada-pain-management-doctor-pleads-guilty-unlawful-distribution-opioids
19,Criminal and Civil Enforcement,"December 11, 2018",U.S. Attorney,Eastern District of Pennsylvania,0,Coordinated Health and CEO Pay $12.5 Million to Resolve False Claims Act Liability for Fraudulent Billing,"PHILADELPHIA, PA - United States Attorney William M. McSwain announced today that Coordinated Health Holding Company, LLC (""Coordinated Health"") and its founder, principal owner, and Chief Executive Officer, Emil DiIorio, M.D., agreed to settle allegations under the False Claims Act that they submitted false claims to Medicare and other federal health care programs for orthopedic surgeries.  Coordinated Health agreed to pay $11.25 million and DiIorio agreed personally to pay $1.25 million, for total settlement of $12.5 million.  Coordinated Health has also entered into a Corporate Integrity Agreement with the U.S. Department of Health and Human Services that will require regular monitoring of its billing practices for five years.",https://www.justice.gov/usao-edpa/pr/coordinated-health-and-ceo-pay-125-million-resolve-false-claims-act-liability
20,Criminal and Civil Enforcement,"December 11, 2018",U.S. Attorney,Eastern District of Wisconsin,0,"Aurora Health Care, Inc. Agrees to Pay $12 Million to Settle Allegations Under the False Claims Act and the Stark Law","United States Attorney Matthew D. Krueger announced today that Aurora Health Care, Inc. (""Aurora"") has agreed to pay $12 million to the United States and State of Wisconsin to settle allegations that Aurora violated the False Claims Act by submitting claims to Medicare and Medicaid in violation of the Stark Law.  Aurora and its affiliates (""Aurora"") are part of Advocate Aurora Health, Inc., an integrated health care system that serves patients throughout eastern Wisconsin, Illinois, and the upper peninsula of Michigan. ",https://www.justice.gov/usao-edwi/pr/aurora-health-care-inc-agrees-pay-12-million-settle-allegations-under-false-claims-act
21,Criminal and Civil Enforcement,"December 10, 2018",U.S. Department of Justice,,0,"Olympus Medical Systems Corporation, Former Senior Executive Plead Guilty to Distributing Endoscopes After Failing to File FDA-Required Adverse Event Reports of Serious Infections ","Olympus Medical Systems Corporation (Olympus) and a former senior executive in Japan pleaded guilty today in Newark, New Jersey, to failing to file required adverse event reports involving infections connected to duodenoscopes, and to continuing to sell the duodenoscopes in the United States despite those failures, the Justice Department announced today.",
22,Criminal and Civil Enforcement,"December 10, 2018",U.S. Attorney,Northern District of Illinois,0,Federal Grand Jury Indicts Doctor for Allegedly Approving Medically Unnecessary Tests Billed to Medicare,CHICAGO - A federal grand jury in Chicago has indicted a physician on fraud charges for allegedly approving medically unnecessary diagnostic tests that were billed to Medicare.,https://www.justice.gov/usao-ndil/pr/federal-grand-jury-indicts-doctor-allegedly-approving-medically-unnecessary-tests
23,Criminal and Civil Enforcement,"December 10, 2018",U.S. Attorney,Northern District of Oklahoma,0,Three Charged with Violating Federal Anti-Kickback Laws and Committing More Than $4.7 Million in Health Care Fraud,"TULSA, Okla.- A grand jury returned an indictment today charging three men, including two physicians, with violations of the federal anti-kickback statute as well as conspiring to commit health care fraud, announced U.S. Attorney Trent Shores.",https://www.justice.gov/usao-ndok/pr/three-charged-violating-federal-anti-kickback-laws-and-committing-more-47-million
24,Criminal and Civil Enforcement,"December 10, 2018",U.S. Attorney,Southern District of New York,0,"Unlicensed Dentist Convicted Of Healthcare Fraud, Conspiracy To Commit Healthcare Fraud, And Conspiracy To Violate The Anti-Kickback Statute","Geoffrey S. Berman, the United States Attorney for the Southern District of New York, announced that LUIS OMAR VARGAS, an unlicensed dentist, was convicted last Friday, after a two-week jury trial, for defrauding health insurance companies by billing for false claims, billing for claims performed by him as an unlicensed provider, and for conspiring to pay kickbacks to his patients.  The trial was presided over by United States District Judge Ronnie Abrams.",https://www.justice.gov/usao-sdny/pr/unlicensed-dentist-convicted-healthcare-fraud-conspiracy-commit-healthcare-fraud-and
25,Criminal and Civil Enforcement,"December 7, 2018",U.S. Department of Justice,,1,South Florida Pharmacy Owner Sentenced to Almost Four Years in Prison for Role in $2.5 Million Medicare Fraud Scheme,An owner of a now-defunct Miami pharmacy was sentenced today to 46 months in prison for his participation in a scheme that caused Medicare to pay $2.5 million in false and fraudulent claims for prescription drugs that were never purchased. ,https://www.justice.gov/opa/pr/south-florida-pharmacy-owner-sentenced-almost-four-years-prison-role-25-million-medicare
26,Criminal and Civil Enforcement,"December 7, 2018",U.S. Attorney,Eastern District of Virginia,1,Former Owner of Sleep Study Businesses Sentenced for Fraud,"ALEXANDRIA, Va. - A Sterling woman was sentenced today to 7 years in prison for health care fraud and tax charges for operating a fraudulent sleep study clinic in Northern Virginia.",https://www.justice.gov/usao-edva/pr/former-owner-sleep-study-businesses-sentenced-fraud
27,Criminal and Civil Enforcement,"December 7, 2018",U.S. Attorney,Western District of Pennsylvania,0,Three Pittsburgh Residents Plead Guilty to Conspiracy to Commit Health Care Fraud,"PITTSBURGH, Pa. - Three residents of Pittsburgh, Pennsylvania, pleaded guilty in federal court this week to conspiracy to defraud the Pennsylvania Medicaid program, United States Attorney Scott W. Brady announced today.",https://www.justice.gov/usao-wdpa/pr/three-pittsburgh-residents-plead-guilty-conspiracy-commit-health-care-fraud
28,Criminal and Civil Enforcement,"December 7, 2018",U.S. Attorney,District of Maryland,0,"Former Maryland Physician Agrees to Pay $400,000 to the United States to Resolve Allegations of Fraudulent Billing for Psychotherapy Services","Baltimore, Maryland - M. Wagdi Attia, M.D., a physician who until April 1, 2018 had a medical practice in Gaithersburg, Maryland, has agreed to pay the United States $400,000 to resolve allegations that from January 1, 2013 through May 31, 2017, Dr. Attia fraudulently billed Medicare and Medicaid for services not rendered.",https://www.justice.gov/usao-md/pr/former-maryland-physician-agrees-pay-400000-united-states-resolve-allegations-fraudulent
29,Criminal and Civil Enforcement,"December 7, 2018",US. Attorney,Eastern District of North Carolina,0,Two More Health Care Executives Plead Guilty in Connection with Medicaid Behavioral Health Fraud,"RALEIGH - United States Attorney Robert J. Higdon, Jr. announced that today in federal court, LISA CAROL RAYMOND, 55, of Greenville, North Carolina, and ROBERT PAUL MAGLICIC, JR., 36, of Miami, Florida, pleaded guilty before Chief United States District Judge Terrence W. Boyle, to the charge of Conspiracy to Commit Health Care fraud, in violation of Title 18, United States Code, Section 1349.",https://www.justice.gov/usao-ednc/pr/two-more-health-care-executives-plead-guilty-connection-medicaid-behavioral-health
30,Criminal and Civil Enforcement,"December 7, 2018",U.S. Attorney,Northern District of Texas,0,"Woman Admits Defrauding Medicaid a Second Time, This Time from Prison","In 2015, Alexis C. Norman pleaded guilty to healthcare fraud. But while awaiting sentencing, she concocted another healthcare fraud scheme.  ",https://www.justice.gov/usao-ndtx/pr/woman-admits-defrauding-medicaid-second-time-time-prison
31,Criminal and Civil Enforcement,"December 4, 2018",U.S. Department of Justice,,0,Medical Device Maker ev3 to Plead Guilty and Pay $17.9 Million for Distributing Adulterated Device; Covidien Paid $13 Million to Resolve Civil Liability for Second Device ,"Minnesota-based medical device manufacturer ev3 Inc. has agreed to plead guilty to charges related to its neurovascular medical device, Onyx Liquid Embolic System, and pay $17.9 million, the Department of Justice announced today.  Covidien LP, whose parent acquired ev3, separately paid $13 million to resolve False Claims Act allegations resulting from its alleged payment of kickbacks in connection with another medical device, the Solitaire mechanical thrombectomy device.",https://www.justice.gov/opa/pr/medical-device-maker-ev3-plead-guilty-and-pay-179-million-distributing-adulterated-device
32,Criminal and Civil Enforcement,"December 4, 2018",U.S. Department of Justice,,1,Florida Home Health Services Company Owner and Co-Conspirator Plead Guilty for Roles in $8.6 Million Health Care Fraud Scheme,"Two Miami, Florida residents pleaded guilty today to health care fraud charges for their roles in an $8.6 million health care fraud scheme.",https://www.justice.gov/opa/pr/florida-home-health-services-company-owner-and-co-conspirator-plead-guilty-roles-86-million
33,Criminal and Civil Enforcement,"December 3, 2018",U.S. Attorney,Eastern District of Missouri,0,Home Healthcare Worker Pleads Guilty to Billing Medicaid While on a Cruise Ship,"St. Louis, MO - Demagio Smith, 28, of St. Louis, Missouri, pled guilty to conspiracy to make false statements to Medicaid.  In his plea agreement, Smith admitted that he repeatedly submitted false time sheets to Medicaid that suggested that he was working as a home health care aide during 2013-17, and was taking care of two women inside their homes.  In reality, Smith was actually working at another job or traveling outside of Missouri on the dates and times indicated in his time sheets.  Smith's out of town trips included travel to California, New Jersey, the Virgin Islands, and a voyage on a Caribbean cruise ship.  Sentencing for Mr. Smith is set for March 6, 2019.",https://www.justice.gov/usao-edmo/pr/home-healthcare-worker-pleads-guilty-billing-medicaid-while-cruise-ship
34,Criminal and Civil Enforcement,"November 29, 2018",U.S. Department of Justice,,0,South Florida Pharmacist Sentenced to Over Six Years in Prison for Role in $5 Million Compounding Pharmacy Scheme,A South Florida pharmacist was sentenced to 78 months in prison today for his role in a $5 million compounding pharmacy scheme.,https://www.justice.gov/opa/pr/south-florida-pharmacist-sentenced-over-six-years-prison-role-5-million-compounding-pharmacy
35,Criminal and Civil Enforcement,"November 28, 2018",U.S. Attorney,Northern District of West Virginia,0,Physicians pay more than $1.5 million to government for kickback scheme,"WHEELING, WEST VIRGINIA - Four physicians from three states have settled with the United States Government for their roles in a kickback scheme that included West Virginia physicians, United States Attorney Bill Powell announced.",https://www.justice.gov/usao-ndwv/pr/physicians-pay-more-15-million-government-kickback-scheme
36,Criminal and Civil Enforcement,"November 28, 2018",U.S. Attorney,District of South Carolina,0,Mount Pleasant Speech Therapist Sentenced to Over 9 Years in Federal Prison for Health Care Fraud and Aggravated Identity Theft,"Charleston, South Carolina---- United States Attorney Sherri A. Lydon announced today that Gena Randolph, 44, of Mount Pleasant, South Carolina, was sentenced to over 9 years in federal prison for executing a health care fraud scheme over the course of almost five years.",https://www.justice.gov/usao-sc/pr/mount-pleasant-speech-therapist-sentenced-over-9-years-federal-prison-health-care-fraud
37,Criminal and Civil Enforcement,"November 27, 2018",U.S. Department of Justice,,0,Louisiana Physician's Assistant Pleads Guilty to Scheme to Unlawfully Distribute Controlled Substances,"A Baton Rouge, Louisiana-based physician's assistant pleaded guilty today for his role in a scheme to unlawfully distribute thousands of oxycodone pills.",https://www.justice.gov/opa/pr/louisiana-physician-s-assistant-pleads-guilty-scheme-unlawfully-distribute-controlled
38,Criminal and Civil Enforcement,"November 27, 2018",U.S. Attorney,Western District of Pennsylvania,0,Twelve Individuals Charged in Extensive Healthcare Fraud Conspiracy to Defraud Medicaid Home Care Program,"PITTSBURGH, Pa. - Ten residents of Western Pennsylvania, a resident of Georgia, and a resident of South Carolina were charged by a federal grand jury in a 22-count indictment related to a years-long conspiracy to defraud the Pennsylvania Medicaid program, United States Attorney Scott W. Brady announced today.",https://www.justice.gov/usao-wdpa/pr/twelve-individuals-charged-extensive-health-care-fraud-conspiracy-defraud-medicaid-home
39,Criminal and Civil Enforcement,"November 27, 2018",U.S. Attorney,Eastern District of Louisiana,0,Four Sentenced for Involvement in Local Pill Mill,"NEW ORLEANS - U.S. Attorney Peter G. Strasser announced that AMANDA JEPPE, age 34, ALAN GREGOIRE, age 36, CHANTELL EVERS, age 28, and JESSIE EVERS, age 28, were sentenced today after previously pleading guilty for their roles in an oxycodone conspiracy stemming from a pill mill that operated out of Gulf South Physician's Group in Metairie.",https://www.justice.gov/usao-edla/pr/four-sentenced-involvement-local-pill-mill
40,Criminal and Civil Enforcement,"November 27, 2018",U.S. Attorney,District of Massachusetts,0,"Medford Woman Pleads Guilty to Social Security, Medicare, MassHealth and Food Stamp Fraud","BOSTON - A Medford woman pleaded guilty today in federal court in Boston to fraudulently receiving Social Security disability benefits, Medicare, MassHealth and Food Stamps.",https://www.justice.gov/usao-ma/pr/medford-woman-pleads-guilty-social-security-medicare-masshealth-and-food-stamp-fraud
41,Criminal and Civil Enforcement,"November 26, 2018",U.S. Attorney,District of Nevada,0,Nevada Cardiologist Pleads Guilty To Unlawful Distribution Of Oxycodone And Hydrocodone,"RENO, Nev. - A northern Nevada cardiologist pleaded guilty today to distributing highly addictive prescription drugs Oxycodone and Hydrocodone to patients without a medical purpose, announced U.S. Attorney Dayle Elieson for the District of Nevada.",https://www.justice.gov/usao-nv/pr/nevada-cardiologist-pleads-guilty-unlawful-distribution-oxycodone-and-hydrocodone
42,Criminal and Civil Enforcement,"November 26, 2018",U.S. Attorney,District of South Carolina,0,"Lexington Therapy Practice Agrees to Pay $200,000 to Resolve Allegations That It Submitted False Claims to Medicare and Medicaid","COLUMBIA, South Carolina ---- United States Attorney Sherri A. Lydon announced today that Vital Energy Occupational Therapy and Wellness Center, LLC, headquartered in Lexington, South Carolina, has agreed to pay $200,000 to resolve allegations that it knowingly submitted false or fraudulent claims to Medicare and Medicaid for physical and occupational therapy services.  ",https://www.justice.gov/usao-sc/pr/lexington-therapy-practice-agrees-pay-200000-resolve-allegations-it-submitted-false
43,Criminal and Civil Enforcement,"November 21, 2018",U.S. Department of Justice,,1,Two Dallas Area Clinic Workers Charged in $5.9 Million Health Care Fraud Scheme,A federal grand jury indicted two clinic workers yesterday for their roles in a scheme involving approximately $5.9 million in allegedly fraudulent Department of Labor claims for unprovided drug screening and improperly coded physical therapy and report writing services.,https://www.justice.gov/opa/pr/two-dallas-area-clinic-workers-charged-59-million-health-care-fraud-scheme
44,Criminal and Civil Enforcement,"November 20, 2018",U.S. Department of Justice,,1,Louisiana Doctor Pleads Guilty to Conspiring to Receive Health Care Kickback Payments,"A Baton Rouge, Louisiana-based doctor pleaded guilty today for his role in a scheme to receive approximately $336,000 in illegal health care kickback payments. ",https://www.justice.gov/opa/pr/louisiana-doctor-pleads-guilty-conspiring-receive-health-care-kickback-payments
45,Criminal and Civil Enforcement,"November 19, 2018",U.S. Attorney,Western District of Pennsylvania,0,"2nd SKS Associates Doctor Pleads Guilty to Unlawfully Dispensing Controlled Substances, Health Care Fraud","PITTSBURGH, PA - A prescribing physician with SKS Associates, an opioid treatment facility located in Johnstown, Pa., waived indictment and pleaded guilty in federal court to charges of distribution of controlled substances, conspiracy to distribute controlled substances and health care fraud, United States Attorney Scott W. Brady announced today.",https://www.justice.gov/usao-wdpa/pr/2nd-sks-associates-doctor-pleads-guilty-unlawfully-dispensing-controlled-substances
46,Criminal and Civil Enforcement,"November 16, 2018",U.S. Attorney,District of Nevada,0,"Burlington, New Jersey, Doctor Arrested for Role in $20 Million Telemedicine Compounded Medication Scheme","NEWARK, N.J. - A Burlington, New Jersey, man was arrested Friday for his role in a telemedicine scheme to prescribe expensive compounded medications to patients who did not need them, U.S. Attorney Craig Carpenito announced.",https://www.justice.gov/usao-nj/pr/burlington-new-jersey-doctor-arrested-role-20-million-telemedicine-compounded-medication
47,Criminal and Civil Enforcement,"November 15, 2018",U.S. Attorney,Eastern District of Michigan,0,"Detroit Doctor, Office Manager and Patient Recruiter Charged with Illegal Distribution of Prescription Drugs","An indictment was unsealed today charging Dr. Otis Leon Crawford, D.O., and two other individuals with conspiracy to illegally distribute prescription drugs, U.S. Attorney Matthew Schneider announced today.",https://www.justice.gov/usao-edmi/pr/detroit-doctor-office-manager-and-patient-recruiter-charged-illegal-distribution
48,Criminal and Civil Enforcement,"November 14, 2018",U.S. Department of Justice,,1,Detroit Clinic Owner Sentenced to Over 13 Years in Prison for $8.9 Million Health Care Fraud Scheme,"The owner of two Detroit-area clinics was sentenced to 160 months in prison today for her role in a scheme involving approximately $8.9 million in fraudulent Medicare claims for home health care and other physician services that were procured through the payment of kickbacks, were not medically necessary, were not actually provided, or were provided by an unlicensed physician.",https://www.justice.gov/opa/pr/detroit-clinic-owner-sentenced-over-13-years-prison-89-million-health-care-fraud-scheme
49,Criminal and Civil Enforcement,"November 14, 2018",U.S. Department of Justice,,0,Milwaukee Resident Convicted of Prescription Fraud and Aggravated ID Theft in Scheme to Obtain Oxycodone,"United States Attorney Matthew D. Krueger announced today that Kameka Simpson, 43, of Milwaukee, pleaded guilty in federal district court to one count of obtaining controlled substances (oxycodone) by fraud, in violation of Title 21, United States Code, Section 843(a)(3), and one count of aggravated identity theft, in violation of Title 18, United States Code, Section 1028A(a)(1).  The indictment against Simpson and others, returned by the grand jury earlier this year, was part of a larger National Healthcare Fraud and Opioid Takedown coordinated by the Department of Justice and the Department of Health and Human Services.   ",https://www.justice.gov/usao-edwi/pr/milwaukee-resident-convicted-prescription-fraud-and-aggravated-id-theft-scheme-obtain
50,Criminal and Civil Enforcement,"November 7, 2018",U.S. Department of Justice,,1,Co-Owners of Miami Pain Management Clinic and Patient Recruiter Sentenced to Prison for Scheme to Distribute Medically Unnecessary Opioid Prescriptions,"The husband and wife co-owners of a Miami, Florida pain management clinic and a patient recruiter who doubled as a drug diverter were sentenced to prison today for their participation in a scheme to unlawfully distribute thousands of pills of oxycodone.",https://www.justice.gov/opa/pr/co-owners-miami-pain-management-clinic-and-patient-recruiter-sentenced-prison-scheme
51,Criminal and Civil Enforcement,"November 7, 2018",U.S. Attorney,District of Maryland,0,"Maryland Treatment Centers Agrees to Pay $500,000 to Resolve Allegations That It Submitted Claims for Services That Were Undocumented or Not Provided ","Baltimore, Maryland - Maryland Treatment Centers has agreed to pay the United States $500,000 to settle allegations under the False Claims Act that it submitted false claims to the United States for mental health and substance abuse services that were undocumented or not provided.  Maryland Treatment Centers, including its affiliate Mountain Manor Treatment Centers, offers mental health and substance abuse services to children and adults in outpatient and inpatient locations in Maryland, including Baltimore and Rockville.",https://www.justice.gov/usao-md/pr/maryland-treatment-centers-agrees-pay-500000-resolve-allegations-it-submitted-claims
52,Criminal and Civil Enforcement,"November 7, 2018",U.S. Attorney,Southern District of Texas,0,Katy Woman Sentenced in Health Care Fraud and Kickback Schemes,"HOUSTON - The owner of three Houston area clinics has been ordered to federal prison following her conviction of conspiracy to commit health care fraud, announced U.S. Attorney Ryan K. Patrick. Joy Aneke, 51, of Katy, entered her plea on May 16, 2018.",https://www.justice.gov/usao-sdtx/pr/katy-woman-sentenced-health-care-fraud-and-kickback-schemes
