,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
10,Criminal and Civil Enforcement,"December 9, 2019",U.S. Attorney,Eastern District of California,0,Laboratory to Pay $26.67 Million to Settle Allegations of Kickbacks to Physicians,"SACRAMENTO, Calif. - Laboratory Boston Heart Diagnostics Corporation (Boston Heart), of Framingham, Massachusetts, has agreed to pay $26.67 million to resolve False Claims Act allegations involving payments for patient referrals in violation of the Anti-Kickback Statute and the Stark Law and claims otherwise improperly billed to federal health care programs for laboratory testing, U.S. Attorney McGregor W. Scott announced today.",https://www.justice.gov/usao-edca/pr/laboratory-pay-2667-million-settle-allegations-kickbacks-physicians
11,Criminal and Civil Enforcement,"December 5, 2019",U.S. Attorney,District of Maryland,0,"Cambridge Internist Pays More Than $176,000 to the United States to Resolve False Claims Act Allegations that He Administered Medically Unnecessary Procedures","    Baltimore, Maryland - Noman Thanwy, M.D., an internist in Cambridge, Maryland, associated with the medical practice known as M.S. Shariff, M.D., P.A., has paid the United States $176,686.00 to settle allegations that he submitted false claims to the United States for medically unnecessary autonomic nervous function tests and vestibular function tests. ",https://www.justice.gov/usao-md/pr/cambridge-internist-pays-more-176000-united-states-resolve-false-claims-act-allegations
12,Criminal and Civil Enforcement,"December 5, 2019",U.S. Attorney,Eastern District of Louisiana,0,Mandeville Nurse Pleads Guilty To Conspiracy to Alter or Falsify Records In A Federal Investigation,"    NEW ORLEANS - U.S. Attorney Peter G. Strasser announced that SUZANNE C. MAY, age 61, of Mandeville, pled guilty on December 3, 2019 to conspiracy to alter or falsify records in connection with a federal investigation, namely, a Medicare audit of a hospice facility located in New Orleans, identified in court documents as Company 1.",https://www.justice.gov/usao-edla/pr/mandeville-nurse-pleads-guilty-conspiracy-alter-or-falsify-records-federal
13,Criminal and Civil Enforcement,"December 5, 2019",U.S. Attorney,Southern District of New York,0,Manhattan Doctor Convicted In Manhattan Federal Court Of Accepting Bribes And Kickbacks From A Pharmaceutical Company In Exchange For Prescribing Fentanyl Drug,"    Geoffrey S. Berman, the United States Attorney for the Southern District of New York, announced the conviction in Manhattan federal court of GORDON FREEDMAN for participating in a scheme to receive bribes and kickbacks in the form of fees for sham educational programs (""Speaker Programs"") from Insys Therapeutics, Inc. (""Insys"") in exchange for prescribing millions of dollars' worth of Subsys, a potent fentanyl-based spray manufactured by Insys, among other offenses.  The jury convicted FREEDMAN today on three counts, following a three-week trial before the U.S. District Judge Kimba M. Wood.",https://www.justice.gov/usao-sdny/pr/manhattan-doctor-convicted-manhattan-federal-court-accepting-bribes-and-kickbacks 
14,Criminal and Civil Enforcement,"December 4, 2019",U.S. Attorney,Western District of Pennsylvania,0,"Suspended Pharmacist Charged with Health Care Fraud Conspiracy, Fraudulently Obtaining Controlled Substances and Misbranding Drugs","PITTSBURGH, PA - A suspended pharmacist has been indicted by a federal grand jury in Pittsburgh, PA, on charges of obtaining controlled substances by fraud, misbranding of drugs, and health care fraud conspiracy, United States Attorney Scott W. Brady announced today.",https://www.justice.gov/usao-wdpa/pr/suspended-pharmacist-charged-health-care-fraud-conspiracy-fraudulently-obtaining
15,Criminal and Civil Enforcement,"December 3, 2019",U.S. Department of Justice,,0,"Second Pharmaceutical Company Admits to Price Fixing, Resolves Related False Claims Act Violations","Rising Pharmaceuticals Inc. (Rising), a generic pharmaceutical company headquartered in New Jersey, was charged for conspiring to fix prices and allocate customers for a generic hypertension drug, the Department of Justice announced today.  ",https://www.justice.gov/opa/pr/second-pharmaceutical-company-admits-price-fixing-resolves-related-false-claims-act
16,Criminal and Civil Enforcement,"December 2, 2019",U.S. Department of Justice,,0,Former Tennessee Medical Doctor Pleads Guilty to Unlawfully Distributing Controlled Substances,A medical doctor who formerly practiced in Tennessee pleaded guilty today for his role in unlawfully distributing controlled substances.,https://www.justice.gov/opa/pr/former-tennessee-medical-doctor-pleads-guilty-unlawfully-distributing-controlled-substances
17,Criminal and Civil Enforcement,"December 2, 2019",U.S. Attorney,Central District of Illinois,0,Peoria Woman Sentenced to 15 Months in Federal Prison for Healthcare Fraud,"SPRINGFIELD, Ill. - Erica Miller, 47, of Peoria, Ill., has been ordered to serve 15 months in prison for healthcare fraud. U.S. District Judge Sue Myerscough further ordered that Miller pay restitution in the amount of $101,960.  Miller was immediately taken into custody following the sentencing hearing on November 22, 2019. ",https://www.justice.gov/usao-cdil/pr/peoria-woman-sentenced-15-months-federal-prison-healthcare-fraud
18,Criminal and Civil Enforcement,"November 27, 2019",U.S. Attorney,Eastern District of Michigan,0,"Michigan Doctor And Two Co-Conspirators Plead Guilty to Fraud, Kickback Violations Involving UAW Health Care Fund","Dr. April Tyler, a Fenton, Michigan area doctor, pleaded guilty to violating the anti-kickback statute on November 6, 2019.  Dr. Tyler's conspirators, Patrick Wittbrodt, 44, of Grand Blanc, Michigan and Jeffrey Fillmore, 31, of Clio, Michigan pleaded guilty to healthcare fraud on March 6, 2019 and November 19, 2019 respectively. ",https://www.justice.gov/usao-edmi/pr/michigan-doctor-and-two-co-conspirators-plead-guilty-fraud-kickback-violations
19,Criminal and Civil Enforcement,"November 27, 2019",U.S. Attorney,Southern District of Ohio,0,Husband and Wife Sentenced to Prison for Health Care Fraud,"COLUMBUS, Ohio - A Hilliard couple were sentenced in U.S. District Court for conspiring to commit and committing health care fraud. The husband and wife owned and managed a pharmacy and Suboxone clinic in Dublin.",https://www.justice.gov/usao-sdoh/pr/husband-and-wife-sentenced-prison-health-care-fraud
20,Criminal and Civil Enforcement,"November 26, 2019",U.S. Department of Justice,,0,Laboratory to Pay $26.67 Million to Settle False Claims Act Allegations of Illegal Inducements to Referring Physicians,"Laboratory Boston Heart Diagnostics Corporation (Boston Heart), of Framingham, Massachusetts, has agreed to pay $26.67 million to resolve False Claims Act allegations involving payments for patient referrals in violation of the Anti-Kickback Statute and the Stark Law, as well as claims otherwise improperly billed to federal healthcare programs for laboratory testing, the Department of Justice announced today.",https://www.justice.gov/opa/pr/laboratory-pay-2667-million-settle-false-claims-act-allegations-illegal-inducements-referring
21,Criminal and Civil Enforcement,"November 26, 2019",U.S. Attorney,Northern District of Oklahoma,0,"Texas Orthopedic Surgeon to Pay $300,000 to Settle False Claims Act Allegations","Dr. Ian Reynolds, 71, of Friendswood, Texas, agreed to pay the United States $300,000 to resolve False Claims Act allegations that he accepted illegal kickback payments from OK Compounding, LLC, announced U.S. Attorney Trent Shores. This is the twelfth kickback settlement involving OK Compounding, LLC, since November 2018.",https://www.justice.gov/usao-ndok/pr/texas-orthopedic-surgeon-pay-300000-settle-false-claims-act-allegations
22,Criminal and Civil Enforcement,"November 26, 2019",U.S. Attorney,Western District of Pennsylvania,0,Pittsburgh-area Lab Owner Charged with Paying Kickbacks in Connection with Almost $130 Million in Medicare Claims for Genetic Testing,"PITTSBURGH, Pa. - A resident of Monroeville, Pennsylvania, was charged in federal court with three conspiracy counts and one substantive count related to the payment of unlawful kickbacks, United States Attorney Scott W. Brady announced today.",https://www.justice.gov/usao-wdpa/pr/pittsburgh-area-lab-owner-charged-paying-kickbacks-connection-almost-130-million
23,Criminal and Civil Enforcement,"November 26, 2019",U.S. Attorney,District of Connecticut,0,APRN Who Received Kickbacks from Insys Therapeutics for Prescribing Fentanyl Spray is Sentenced,"John H. Durham, United States Attorney for the District of Connecticut, announced that HEATHER ALFONSO, 46, of South Carolina, was sentenced today by U.S. District Judge Janet Bond Arterton in New Haven to three years of probation for engaging in a kickback scheme related to fentanyl spray prescriptions. ",https://www.justice.gov/usao-ct/pr/aprn-who-received-kickbacks-insys-therapeutics-prescribing-fentanyl-spray-sentenced
24,Criminal and Civil Enforcement,"November 25, 2019",U.S. Department of Justice,,0,Tennessee Emergency Medical Doctor Pleads Guilty to Unlawfully Distributing Controlled Substances,A Tennessee emergency medical doctor pleaded guilty today for his role in unlawfully distributing controlled substances.,https://www.justice.gov/opa/pr/tennessee-emergency-medical-doctor-pleads-guilty-unlawfully-distributing-controlled
25,Criminal and Civil Enforcement,"November 25, 2019",U.S. Attorney,District of New Jersey,0,Owner Of Empire Pharmacy In Hudson County Admits Role In Multi-Million Dollar Conspiracies To Commit Health Care Fraud And Pay Illegal Bribes To Doctor ,"TRENTON, N.J. - A Bergen County, New Jersey, man today admitted participating in conspiracies to commit health care fraud and to bribe a doctor, U.S. Attorney Craig Carpenito announced.",https://www.justice.gov/usao-nj/pr/owner-empire-pharmacy-hudson-county-admits-role-multi-million-dollar-conspiracies-commit
26,Criminal and Civil Enforcement,"November 22, 2019",U.S. Department of Justice,,1,New Jersey/Pennsylvania Doctor Pleads Guilty to Accepting Bribes and Kickbacks In Exchange for Prescribing Powerful Fentanyl Drug,"A doctor who practiced in New Jersey and Pennsylvania pleaded guilty today for his participation in a scheme to receive over $140,000 in bribes and kickbacks from a pharmaceutical company in exchange for prescribing large volumes of a powerful fentanyl narcotic.",https://www.justice.gov/opa/pr/new-jerseypennsylvania-doctor-pleads-guilty-accepting-bribes-and-kickbacks-exchange
27,Criminal and Civil Enforcement,"November 22, 2019",U.S. Attorney,District of Columbia,0,Former Personal Care Aide Pleads Guilty to Health Care Fraud,"WASHINGTON - Hope Falowo, 53, of Bowie, Maryland, pled guilty today to a federal charge of health care fraud stemming from a scheme in which she caused the District of Columbia's Medicaid program to be defrauded out of approximately $400,000.",https://www.justice.gov/usao-dc/pr/former-personal-care-aide-pleads-guilty-health-care-fraud-1
28,Criminal and Civil Enforcement,"November 22, 2019",U.S. Attorney,Southern District of New York,0,Manhattan U.S. Attorney Announces Indictment And Arrest Of Ophthalmologist For Healthcare Fraud,"Geoffrey S. Berman, the United States Attorney for the Southern District of New York, William F. Sweeney Jr., Assistant Director-in-Charge of the New York Office of the Federal Bureau of Investigation (""FBI""), and Scott Lampert, Special Agent in Charge of the U.S. Department of Health and Human Services, Office of Inspector General's (""HHS-OIG"") New York Region, announced today that AMEET GOYAL, M.D. (""GOYAL""), an ophthalmologist with practices in Rye, Mt. Kisco, and Wappingers Falls, New York, and Greenwich, Connecticut, has been indicted for healthcare fraud.  Mr. Berman's Office also today filed a civil fraud complaint against GOYAL and the entity that owns his medical practice, AMEET GOYAL, M.D, P.C. d/b/a/ THE EYE ASSOCIATES GROUP (the ""Practice""), under the False Claims Act.",https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-indictment-and-arrest-ophthalmologist-healthcare-fraud
29,Criminal and Civil Enforcement,"November 21, 2019",U.S. Attorney,Southern District of Texas,0,McAllen doctor imprisoned for health care fraud scam,"McALLEN - A 46-year-old local man has been ordered to federal prison following his conviction of health care fraud and aggravated identity theft, announced U.S. Attorney Ryan K. Patrick. Eduardo Carrillo, of McAllen, pleaded guilty Nov. 20, 2015.",https://www.justice.gov/usao-sdtx/pr/mcallen-doctor-imprisoned-health-care-fraud-scam
30,Criminal and Civil Enforcement,"November 20, 2019",U.S. Department of Justice,,0,Kentucky Hospital to Pay over $10 Million to Resolve False Claims Act Allegations,"Jewish Hospital & St. Mary's Healthcare Inc., doing business as Pharmacy Plus and Pharmacy Plus Specialty (collectively, Jewish Hospital), of Louisville, Kentucky, have agreed to pay $10,101,132 to resolve False Claims Act allegations that they knowingly submitted false claims to the Medicare program, the Department of Justice has announced.",https://www.justice.gov/opa/pr/kentucky-hospital-pay-over-10-million-resolve-false-claims-act-allegations
31,Criminal and Civil Enforcement,"November 20, 2019",U.s. Attorney,District of Massachusetts,0,Third Foundation Resolves Allegations that it Conspired with Pharmaceutical Companies to Pay Kickbacks to Medicare Patients,"BOSTON - The U.S. Attorney's Office announced today that The Assistance Fund (""TAF""), a foundation based in Orlando, Fla., has agreed to pay $4 million to resolve allegations that it violated the False Claims Act by enabling certain pharmaceutical companies to pay kickbacks to Medicare patients taking the companies' drugs.",https://www.justice.gov/usao-ma/pr/third-foundation-resolves-allegations-it-conspired-pharmaceutical-companies-pay-kickbacks
32,Criminal and Civil Enforcement,"November 19, 2019",U.S. Department of Justice,,0,General Manager of Columbus Home Health Care Agency Pleads Guilty to Tax Fraud,"A Columbus businessman pleaded guilty today to aiding and assisting in the preparation of a false tax return, announced Principal Deputy Assistant Attorney General Richard E. Zuckerman of the Justice Department's Tax Division and U.S. Attorney David M. DeVillers of the Southern District of Ohio.",https://www.justice.gov/opa/pr/general-manager-columbus-home-health-care-agency-pleads-guilty-tax-fraud
33,Criminal and Civil Enforcement,"November 19, 2019",U.S. Attorney,Eastern District of Kentucky,0,Lexington Laboratory Agrees to Pay $2.1 Million to Resolve Allegations of False Claims for Urine Drug Testing Services,"LEXINGTON, Ky. - LabTox, LLC, a clinical laboratory in Lexington, has agreed to pay $2,101,335 to resolve civil allegations that it violated the False Claims Act, a federal law that prohibits submitting false or fraudulent claims to the federal government.",https://www.justice.gov/usao-edky/pr/lexington-laboratory-agrees-pay-21-million-resolve-allegations-false-claims-urine-drug
34,Criminal and Civil Enforcement,"November 18, 2019",U.S. Attorney,Eastern District of Missouri,0,Mental Health Clinic Owner Pleads Guilty to Making a False Claim to Medicaid,"St. Louis, MO - Naim Muhammad, 56, of St. Charles, MO, pled guilty to one count of making a false claim to Medicaid.  Mr. Muhammad appeared today before U.S. District Judge Audrey G. Fleissig who accepted his plea and set sentencing for February 28, 2020.",https://www.justice.gov/usao-edmo/pr/mental-health-clinic-owner-pleads-guilty-making-false-claim-medicaid
35,Criminal and Civil Enforcement,"November 15, 2019",U.S. Department of Justice,,1,Head of New York Medical Clinics Found Guilty in Nearly $100 Million Money Laundering and Health Care Kickback Scheme,"The manager in control of multiple medical clinics in Brooklyn and Queens, New York, was found guilty today for his role in a nearly $100 million health care kickback and money laundering scheme.  ",https://www.justice.gov/opa/pr/head-new-york-medical-clinics-found-guilty-nearly-100-million-money-laundering-and-health
36,Criminal and Civil Enforcement,"November 15, 2019",U.S. Department of Justice,,0,California Health System and Surgical Group Agree to Settle Claims Arising from Improper Compensation Arrangements,"Several hospitals owned and operated by Sutter Health (Sutter), a California-based healthcare services provider, and Sacramento Cardiovascular Surgeons Medical Group Inc. (Sac Cardio), a practice group of three cardiovascular surgeons, have agreed to pay the United States a total of $46,123,516 to resolve allegations arising from claims they submitted to the Medicare program, the Department of Justice announced today.",https://www.justice.gov/opa/pr/california-health-system-and-surgical-group-agree-settle-claims-arising-improper-compensation
37,Criminal and Civil Enforcement,"November 15, 2019",U.S. Attorney,District of Connecticut,0,Owner of California Substance Abuse Treatment Facilities Charged in Scheme to Defraud ACA Programs,"U.S. Attorney John H. Durham of the District of Connecticut, Special Agent in Charge Phillip Coyne of the Boston Regional Office of the Office of the Inspector General of the Department of Health and Human Services, Special Agent in Charge Brian C. Turner of the FBI's New Haven Division, and Special Agent in Charge Kristina O'Connell of IRS Criminal Investigation in New England, today announced that a federal grand jury in Connecticut has returned an indictment charging R. JEFFREY YATES, 52, of Santa Ana, California, with conspiracy and fraud offenses related to a scheme to defraud several state Affordable Care Act programs of millions of dollars.",https://www.justice.gov/usao-ct/pr/owner-california-substance-abuse-treatment-facilities-charged-scheme-defraud-aca-programs
38,Criminal and Civil Enforcement,"November 15, 2019",U.S. Attorney,Eastern District of New York,0,Manager of Medical Clinics in Brooklyn and Queens Convicted of Multimillion-Dollar Money Laundering and Health Care Kickback Schemes,"BROOKLYN, NY - A federal jury in Brooklyn returned a guilty verdict on all counts today against Aleksandr Pikus, the manager of medical clinics in Brooklyn and Queens, New York, for his role in multimillion-dollar health care kickback and money laundering schemes.  Specifically, Pikus was convicted of conspiracy to commit money laundering, money laundering, conspiracy to receive and pay health care kickbacks and conspiracy to defraud the United States by obstructing the Internal Revenue Service (IRS).  The verdict followed a two-week trial before United States District Judge Ann M. Donnelly.  When sentenced, Pikus faces a maximum sentence of up to 70 years' imprisonment.",https://www.justice.gov/usao-edny/pr/manager-medical-clinics-brooklyn-and-queens-convicted-multimillion-dollar-money
39,Criminal and Civil Enforcement,"November 14, 2019",U.S. Department of Justice,,0,United States Files False Claims Act Complaint against South Dakota Neurosurgeon and Physician-Owned Distributorships,"The United States has filed a complaint against Sioux Falls, South Dakota, neurosurgeon Wilson Asfora M.D., Medical Designs LLC, and Sicage LLC alleging False Claims Act violations arising from the alleged payment of kickbacks to Asfora tied to the devices he used in spinal surgeries, the Justice Department announced today.  Medical Designs and Sicage are medical device distributorships in South Dakota owned and operated by Asfora.  ",https://www.justice.gov/opa/pr/united-states-files-false-claims-act-complaint-against-south-dakota-neurosurgeon-and
40,Criminal and Civil Enforcement,"November 14, 2019",U.S. Attorney,District of Idaho,0,Doctor Sentenced to 7 Months in Federal Prison for Receipt and Delivery of Misbranded Devices,"POCATELLO - Temp Ray Patterson, MD, 55, formerly of Burley, Idaho, was sentenced to seven months in prison for receipt and delivery of misbranded devices, U.S. Attorney Bart M. Davis announced today. U.S. District Judge B. Lynn Winmill also sentenced Patterson to serve one year of supervised release following his incarceration, and to pay restitution of $8,200 and a fine of $10,000.",https://www.justice.gov/usao-id/pr/doctor-sentenced-7-months-federal-prison-receipt-and-delivery-misbranded-devices
41,Criminal and Civil Enforcement,"November 14, 2019",U.S. Attorney,Eastern District of California,0,Former CEO of Central Valley Health Clinics to Sell 13 Properties to Resolve False Claims Act Allegations,"SACRAMENTO, Calif. - The founder and former CEO of a chain of Central Valley rural health clinics will sell 13 properties, remitting proceeds to the United States and the state of California, to resolve allegations that she submitted millions of dollars in false claims to Medi Cal, U.S. Attorney McGregor W. Scott announced today.",https://www.justice.gov/usao-edca/pr/former-ceo-central-valley-health-clinics-sell-13-properties-resolve-false-claims-act
42,Criminal and Civil Enforcement,"November 13, 2019",U.S. Department of Justice,,0,Louisiana Department of Health to Pay $13.42 Million to Settle Alleged False Medicaid Claims for Nursing Home and Hospice Care,"The Louisiana Department of Health has agreed to resolve allegations that it submitted false and inflated Medicaid claims for long-term nursing home and hospice care, the Department of Justice announced today.  Under the settlement agreement, the state agency has agreed to pay $13,422,550. ",https://www.justice.gov/opa/pr/louisiana-department-health-pay-1342-million-settle-alleged-false-medicaid-claims-nursing
43,Criminal and Civil Enforcement,"November 13, 2019",U.S. Department of Justice,,1,Owner of Detroit-Area Health Care Clinics Pleads Guilty to Drug Diversion Scheme,"The owner of a Detroit, Michigan-area physical therapy clinic pleaded guilty today for his role in a drug diversion scheme.   ",https://www.justice.gov/opa/pr/owner-detroit-area-health-care-clinics-pleads-guilty-drug-diversion-scheme-0
44,Criminal and Civil Enforcement,"November 13, 2019",U.S. Attorney,Western District of Texas,0,Justice Department Reaches Settlement Agreement with Vibra Healthcare and El Paso Rehabilitation Hospital over Allegations of Violating the False Claims Act,"U.S. Attorney John F. Bash of the Western District of Texas announced today that Vibra Healthcare, LLC, Vibra Healthcare II, LLC, Vibra Rehab Holdings, LP, Vibra Rehabilitation Hospital of El Paso, LLC d/b/a Highlands Rehabilitation Hospital, and Vibra IRFM Company, LLC, (collectively referred to as ""Vibra"") will pay $6,250,000.00 to settle allegations that they defrauded the U.S. through its Medicare healthcare programs. Vibra Healthcare, based in Pennsylvania, operates freestanding acute medical rehabilitation hospitals and long term acute care hospitals nationwide, including Highlands Rehabilitation Hospital in El Paso, Texas.",https://www.justice.gov/usao-wdtx/pr/justice-department-reaches-settlement-agreement-vibra-healthcare-and-el-paso
45,Criminal and Civil Enforcement,"November 12, 2019",U.S. Attorney,Eastern District of North Carolina,0,"Wilmington Doctor and Medical Practice Settle Civil Fraud Claims for More Than $244,000","RALEIGH - United States Attorney Robert J. Higdon, Jr. announced today that Dr. Damien Brezinski and his practice group, Wilmington Health, agreed to pay more than $244,000 to settle civil claims under the False Claims Act for improper payments made under the Medicare and Tricare programs.",https://www.justice.gov/usao-ednc/pr/wilmington-doctor-and-medical-practice-settle-civil-fraud-claims-more-244000
46,Criminal and Civil Enforcement,"November 8, 2019",U.S. Department of Justice,,1,Insurance Broker Found Guilty of 22 Counts in $2 Million Scheme to Defraud Carefirst Bluecross Blueshield,A federal jury found a District of Columbia insurance broker guilty today for his role in a scheme to defraud CareFirst BlueCross BlueShield of more than $2 million.,https://www.justice.gov/opa/pr/insurance-broker-found-guilty-22-counts-2-million-scheme-defraud-carefirst-bluecross
47,Criminal and Civil Enforcement,"November 8, 2019",U.S. Attorney,Northern District of Oklahoma,0,"Kentucky Doctor Agrees to Pay $65,404 for Allegedly Engaging in Illegal Kickback Scheme with OK Compounding Pharmacy",A Kentucky doctor joined a growing list of medical professionals implicated in an illegal kickback scheme involving OK Compounding. This is the eleventh kickback settlement since November 2018.  ,https://www.justice.gov/usao-ndok/pr/kentucky-doctor-agrees-pay-65404-allegedly-engaging-illegal-kickback-scheme-ok
48,Criminal and Civil Enforcement,"November 8, 2019",U.S. Attorney,Southern District of Georgia,0,"Health care fraud indictment charges man and his company in scheme to bilk Medicare, Medicaid","AUGUSTA, GA:  A man and his ""marketing company"" have been named in a five-count federal indictment for a scheme that paid workers to solicit elderly residents for information used to fraudulently bill government medical programs.",https://www.justice.gov/usao-sdga/pr/health-care-fraud-indictment-charges-man-and-his-company-scheme-bilk-medicare-medicaid
